sku,Name,Brand,Categories,Wholesale,Retail,Description,Images
33173MLSC/GRN,Easy Arm Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,1590,3180,"Product Code:       33173MLSC/GRN 

Dimensions:      W     H     D  
26 in.     38 in.     28 in.  

Finish:      MLSC

Shown with rattan sides and leather upholstery",33173MLSC-GRN-1
33173/EMD-081,Easy Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,975,1950,"Product Code:       33173/EMD-081 

Dimensions:      W     H     D  
26 in.     38 in.     28 in.  

Easy chair shown with emd finish and 081 fabric","33173-EMD-081-1,33173-EMD-081-2,33173-EMD-081-3,33173-EMD-081-4,33173-EMD-081-5,33173-EMD-081-6,33173-EMD-081-7"
33084MYL/027B,Chair Deco Style,Jansen Furniture,Furniture > Living > Occasional Chairs,425,850,"Product Code:       33084MYL/027B 

Dimensions:      W     H     D  
22.75 in.     29.5 in.     22 in.  

Finish:      MYL

Shown in myl finish, 027b fabric",33084MYL-027B-1
33026/1EBN-051,"Chair, Carver French",Jansen Furniture,Furniture > Living > Occasional Chairs,625,1250,"Product Code:       33026/1EBN-051 

Dimensions:      W     H     D  
25 in.     42 in.     27 in.  

Chair, carver french",33026-1EBN-051-1
33019/NF9-053,"Chair, Carver Gentlemans",Jansen Furniture,Furniture > Living > Occasional Chairs,1235,2470,"Product Code:       33019/NF9-053 

Dimensions:      W     H     D  
27.5 in.     35 in.     29.5 in.  

Chair, carver gentlemans shown in nf9 finish and 053 fabric",33019-NF9-053-1
33019/NF1-053,Gentleman~۪S Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,1175,2350,"Product Code:       33019/NF1-053 

Dimensions:      W     H     D  
27.5 in.     35 in.     29.5 in.  

Gentleman~۪s chair shown with nf1 finish and 053 fabric",33019-NF1-053-1
32322EM/BR,Office Chair Half Arm Swivel,Jansen Furniture,Furniture > Living > Occasional Chairs,890,1780,"

Office chair half arm swivel brown leather",32322EM-BR-1
31912/MYL-GREEN,Chair Office,Jansen Furniture,Furniture > Living > Occasional Chairs,550,1100,"Product Code:       31912/MYL-GREEN 

Dimensions:      W     H     D  
25 in.     32 in.     20 in.  

Small chair, office w/leather shown in myl finish and green leather",31912-MYL-GREEN-1
31464/NF9-053,Constella Arm Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,1385,2770,"Product Code:       31464/NF9-053 

Dimensions:      W     H     D  
31 in.     39 in.     23 in.  

Constella arm chair shown in nf9 finish with 053 fabric",31464-NF9-053-1
31360NF9-053,Fireside A Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,1350,2700,"Product Code:       31360NF9-053 

Dimensions:      W     H     D  
35 in.     43 in.     26 in.  

Finish:      NF9

Fireside a chair show in nf9 finish and 053 fabric",31360NF9-053-1
31360NF15-053,Fireside A Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,1350,2700,"Product Code:       31360NF15-053 

Dimensions:      W     H     D  
35 in.     43 in.     26 in.  

Finish:      NF15

Fireside a chair shown in nf15 finish with 053 fabric",31360NF15-053-1
31360/M-027B,Fireside A Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,900,1800,"Product Code:       31360/M-027B 

Dimensions:      W     H     D  
35 in.     43 in.     26 in.  

Fireside chair shown in 027b fabric",31360-M-027B-1
12571NF9-CAL,Cuvee Arm Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,590,1180,"Product Code:       12571NF9-CAL 

Dimensions:      W     H     D  
23 in.     37 in.     17 in.  

",12571NF9-CAL-1
12192EM/BR,Metamorphic Leather Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,1060,2120,"Product Code:       12192EM/BR 

Dimensions:      W     H     D  
24 in.     35 in.     23 in.  

Unique metamorphic leather chair that turns into a step shown in brown leather",12192EM-BR-1
11507NF9/053,Wing Chair Angel,Jansen Furniture,Furniture > Living > Occasional Chairs,1390,2780,"Product Code:       11507NF9/053 

Dimensions:      W     H     D  
33 in.     43 in.     31.5 in.  

Wing chair angel nf9 finish",11507NF9-053-1
11416NF15-053,Chair Louis Xv Bergere,Jansen Furniture,Furniture > Living > Occasional Chairs,875,1750,"Product Code:       11416NF15-053 

Dimensions:      W     H     D  
26.5 in.     35 in.     20 in.  

Finish:      NF15

Chair louis xv bergere. shown with 053 fabric","11416NF15-053-1,11416NF15-053-2"
11414NF15-076,Cameo Arm Chair,Jansen Furniture,Furniture > Living > Occasional Chairs,650,1300,"Product Code:       11414NF15-076 

Dimensions:      W     H     D  
23 in.     36.5 in.     19 in.  

Finish:      NF15

Shown in nf15 finish with 076 fabric","11414NF15-076-1,11414NF15-076-2"
34730EM/BL,Chair Lund,Jansen Furniture,Furniture > Living > Office Chairs,1200,2400,"Product Code:       34730EM/BL 

Dimensions:      W     H     D  
25 in.     34 in.     26 in.  

Finish:      EM

Occasional chair lund. shown in em finish and leather fabric",34730EM-BL-1
34721BSC/NF9-BLACK,Chair Clara,Jansen Furniture,Furniture > Living > Office Chairs,785,1570,"Product Code:       34721BSC/NF9-BLACK 

Dimensions:      W     H     D  
23 in.     34 in.     24 in.  

Chair clara shown in bsc finish nf9 accent~  and~  black leather upholstery.~  matches #34720 desk",34721BSC-NF9-BLACK-1
34607EM/black leather,Swivel Chair Riga Leather,Jansen Furniture,Furniture > Living > Office Chairs,1690,3380,"Product Code:       34607EM/black leather 

Dimensions:      W     H     D  
27 in.     40 in.     25.5 in.  

Swivel chair riga leather shown in em finish and black leather fabric",34607EM-black leather-1
34607EM/027B,Swivel Chair Riga,Jansen Furniture,Furniture > Living > Office Chairs,950,1900,"Product Code:       34607EM/027B 

Dimensions:      W     H     D  
27 in.     40 in.     25.5 in.  

Finish:      EM

Swivel chair riga shown in em finish with 027b fabric",34607EM-027B-1
34572EM-CAL,Office Chair Chesterfield,Jansen Furniture,Furniture > Living > Office Chairs,1850,3700,"Product Code:       34572EM-CAL 

Dimensions:      W     H     D  
30 in.     43 in.     27 in.  

Finish:      EM

Office chair chesterfield shown in calico fabric","34572EM-CAL-1,34572EM-CAL-2,34572EM-CAL-3"
34452SP-BL,Chair Sophia,Jansen Furniture,Furniture > Living > Office Chairs,815,1630,"Product Code:       34452SP-BL 

Dimensions:      W     H     D  
22 in.     38 in.     21 in.  

Finish:      SP

Office chair sophia with elegant walnut veneer and delicate maple inlay. matching with : 34451 writing desk. shown with leather.",34452SP-BL-1
34213EM/BR,Swivel Chair Louis,Jansen Furniture,Furniture > Living > Office Chairs,2075,4150,"Product Code:       34213EM/BR 

Dimensions:      W     H     D  
28 in.     45 in.     30 in.  

",34213EM-BR-1
34213EM/BL,Swivel Chair Louis,Jansen Furniture,Furniture > Living > Office Chairs,2075,4150,"Product Code:       34213EM/BL 

Dimensions:      W     H     D  
28 in.     45 in.     30 in.  

Finish:      EM

Shown in black leather",34213EM-BL-1
34107EM/ASH-BR,Chair Lawrence,Jansen Furniture,Furniture > Living > Office Chairs,1750,3500,"Product Code:       34107EM/ASH-BR 

Dimensions:      W     H     D  
24 in.     38 in.     26 in.  

Finish:      EM

Shown in em/ash finish with brown leather","34107EM-ASH-BR-1,34107EM-ASH-BR-2,34107EM-ASH-BR-3,34107EM-ASH-BR-4"
33967EM/GR,Office Chair Markus,Jansen Furniture,Furniture > Living > Office Chairs,2390,4780,"Product Code:       33967EM/GR 

Dimensions:      W     H     D  
27 in.     41 in.     30 in.  

Finish:      EM

Office chair with tufted back and nail details on the rims shown in em finish and green leather","33967EM-GR-1,33967EM-GR-2"
33967EM/BL,Office Chair Markus,Jansen Furniture,Furniture > Living > Office Chairs,2390,4780,"Product Code:       33967EM/BL 

Dimensions:      W     H     D  
27 in.     41 in.     30 in.  

Finish:      EM

Office chair with nail details on the rims shown in em finish and tufted black leather","33967EM-BL-1,33967EM-BL-2,33967EM-BL-3"
33966MLSC/027B,Oxford Chair,Jansen Furniture,Furniture > Living > Office Chairs,1070,2140,"Product Code:       33966MLSC/027B 

Dimensions:      W     H     D  
24.5 in.     40 in.     26 in.  

Finish:      MLSC

Oxford chair on wheels. can be changed in height and angles. shown in mlsc finish. with 027b fabric","33966MLSC-027B-1,33966MLSC-027B-2"
33966EM/BR,Office Chair Oxford Leather,Jansen Furniture,Furniture > Living > Office Chairs,1475,2950,"Product Code:       33966EM/BR 

Dimensions:      W     H     D  
24.5 in.     40 in.     26 in.  

Finish:      EM

Oxford chair on wheels. can be changed in height and angles.",33966EM-BR-1
33196BSC/BR,English Regency Library Chair,Jansen Furniture,Furniture > Living > Office Chairs,965,1930,"Product Code:       33196BSC/BR 

Dimensions:      W     H     D  
22 in.     35 in.     21 in.  

English regency library chair shwon in bsc and brown leather",33196BSC-BR-1
32322EM/BR,Office Chair Half Arm Swivel,Jansen Furniture,Furniture > Living > Office Chairs,890,1780,"

Office chair half arm swivel brown leather",32322EM-BR-1
31912/MYL-3BL,"Chair, Office W/Leather",Jansen Furniture,Furniture > Living > Office Chairs,550,1100,"Product Code:       31912/MYL-3BL 

Dimensions:      W     H     D  
25 in.     32 in.     20 in.  

Small chair, office w/leather shown in myl finish and black leather",31912-MYL-3BL-1
31911/NMYL-3BL,Small Arm Office Chair,Jansen Furniture,Furniture > Living > Office Chairs,550,1100,"Product Code:       31911/NMYL-3BL 

Dimensions:      W     H     D  
24 in.     32.5 in.     19 in.  

Shown in black fabric","31911-NMYL-3BL-1,31911-NMYL-3BL-2,31911-NMYL-3BL-3"
31911/MYL-3BR,Small Arm Office Chair,Jansen Furniture,Furniture > Living > Office Chairs,550,1100,"Product Code:       31911/MYL-3BR 

Dimensions:      W     H     D  
24 in.     32.5 in.     19 in.  

Shown in brown leather",31911-MYL-3BR-1
31875/EM-3BR,Chair Office High Back,Jansen Furniture,Furniture > Living > Office Chairs,550,1100,"Product Code:       31875/EM-3BR 

Dimensions:      W     H     D  
25 in.     36 in.     20.5 in.  

Chair office high back w/leather 36 inches high.~  shown in em finish and brown leather seat",31875-EM-3BR-1
12192EM/BR,Metamorphic Leather Chair,Jansen Furniture,Furniture > Living > Office Chairs,1060,2120,"Product Code:       12192EM/BR 

Dimensions:      W     H     D  
24 in.     35 in.     23 in.  

Unique metamorphic leather chair that turns into a step shown in brown leather",12192EM-BR-1
34370SP-091,Ottoman Manhattan,Jansen Furniture,Furniture > Living > Benches & Ottomans,670,1340,"Product Code:       34370SP-091 

Dimensions:      W     H     D  
48 in.     19 in.     25 in.  

Finish:      SP

Ottoman manhattan shown in 091 fabric and sp finish.~  match 34369 table. table sold separately","34370SP-091-1,34370SP-091-2,34370SP-091-3,34370SP-091-4"
34352NF9-053,Bench Italian Neo,Jansen Furniture,Furniture > Living > Benches & Ottomans,850,1700,"Product Code:       34352NF9-053 

Dimensions:      W     H     D  
39 in.     20 in.     20 in.  

Finish:      NF9

Shown with nf9 finish and 53 fabric","34352NF9-053-1,34352NF9-053-2,34352NF9-053-3,34352NF9-053-4"
34352NF15-053,Bench Italian Neo Eglomized,Jansen Furniture,Furniture > Living > Benches & Ottomans,850,1700,"Product Code:       34352NF15-053 

Dimensions:      W     H     D  
39 in.     20 in.     20 in.  

Finish:      NF15

Bench italian neo eglomized","34352NF15-053-1,34352NF15-053-2,34352NF15-053-3,34352NF15-053-4,34352NF15-053-5"
34344SP-077,Two Seater Hepplewhite,Jansen Furniture,Furniture > Living > Benches & Ottomans,0,0,"Product Code:       34344SP-077 

Dimensions:      W     H     D  
44 in.     40 in.     24.5 in.  

",34344SP-077-1
34344SP-053,Two Seater Hepplewhite,Jansen Furniture,Furniture > Living > Benches & Ottomans,875,1750,"Product Code:       34344SP-053 

Dimensions:      W     H     D  
44 in.     40 in.     24.5 in.  

Finish:      SP

Oval back painted shown in #053 fabric","34344SP-053-1,34344SP-053-2,34344SP-053-3,34344SP-053-4,34344SP-053-5"
34225EM/NF9-082,Bench Minang,Jansen Furniture,Furniture > Living > Benches & Ottomans,990,1980,"Product Code:       34225EM/NF9-082 

Dimensions:      W     H     D  
49 in.     37.5 in.     22 in.  

Bench minang shown in em/nf9 finish with 082 fabric",34225EM-NF9-082-1
34102EM-BR,Bench Oliver,Jansen Furniture,Furniture > Living > Benches & Ottomans,2000,4000,"Product Code:       34102EM-BR 

Dimensions:      L     H     D  
61.5 in.     34.5 in.     20 in.  

",34102EM-BR-1
34089EM/139,Queen Ann Stool,Jansen Furniture,Furniture > Living > Benches & Ottomans,890,1780,"Product Code:       34089EM/139 

Dimensions:      W     H     D  
42 in.     30 in.     17.5 in.  

Queen ann french stool bench in mahogany wood with grey/blue velvet upholstery.","34089EM-139-1,34089EM-139-2,34089EM-139-3,34089EM-139-4,34089EM-139-5"
34052EBN/NF9-093,Chaise Veere,Jansen Furniture,Furniture > Living > Benches & Ottomans,1500,3000,"Product Code:       34052EBN/NF9-093 

Dimensions:      W     H     D  
74 in.     48 in.     24 in.  

Finish:      EBN

093 fabric",34052EBN-NF9-093-1
33948NF9-053,Stool Perugia,Jansen Furniture,Furniture > Living > Benches & Ottomans,485,970,"Product Code:       33948NF9-053 

Dimensions:      W     H     D  
20 in.     20 in.     16 in.  

Stool perugia shown in nf9 finish with 053 fabric","33948NF9-053-1,33948NF9-053-2,33948NF9-053-3"
33947JWI,Bench Perugia,Jansen Furniture,Furniture > Living > Benches & Ottomans,850,1700,"Product Code:       33947JWI 

Dimensions:      W     H     D  
55 in.     21.5 in.     17 in.  

Finish:      JWI

Bench perugia shown in jwi finish matches #33946 vanity",33947JWI-1
33941EM/NF11-084,Stool Milo,Jansen Furniture,Furniture > Living > Benches & Ottomans,460,920,"Product Code:       33941EM/NF11-084 

Dimensions:      W     H     D  
25 in.     20 in.     20 in.  

Finish:      EM

Milo stool shown in em/nf11 finish with 084 fabric",33941EM-NF11-084-1
33941BLANC-084,Stool Milo,Jansen Furniture,Furniture > Living > Benches & Ottomans,450,900,"Product Code:       33941BLANC-084 

Dimensions:      W     H     D  
25 in.     20 in.     20 in.  

Finish:      BLANC

Shown in blanc finish with 084 fabric","33941BLANC-084-1,33941BLANC-084-2,33941BLANC-084-3"
33282MYL/027B,Two Seater Bench,Jansen Furniture,Furniture > Living > Benches & Ottomans,750,1500,"Product Code:       33282MYL/027B 

Dimensions:      W     H     D  
47 in.     32 in.     25 in.  

Finish:      MYL

Shown in 027b fabric. matches chair #33281",33282MYL-027B-1
33277EBN/054,Danti Stool,Jansen Furniture,Furniture > Living > Benches & Ottomans,425,850,"Product Code:       33277EBN/054 

Dimensions:      W     H     D  
23 in.     21 in.     16 in.  

Finish:      EBN

Shown in ebn finish and #054 silk fabric","33277EBN-054-1,33277EBN-054-2,33277EBN-054-3"
33224/EMD-027B,Ottoman Small,Jansen Furniture,Furniture > Living > Benches & Ottomans,550,1100,"Product Code:       33224/EMD-027B 

Dimensions:      W     H     D  
32 in.     18 in.     22 in.  

Finish:      EMD

Ottoman small with 027b fabric",33224-EMD-027B-1
31417NF9-053,Stool French Kidney,Jansen Furniture,Furniture > Living > Benches & Ottomans,450,900,"Product Code:       31417NF9-053 

Dimensions:      W     H     D  
27 in.     18 in.     17.5 in.  

Stool french kidney shown in nf9 finish and 053 fabric~...beautiful french style stool with carved mahogany frame. comes with thick tufted upholstery.",31417NF9-053-1
34827FEM/NF9-FLAMED,Arlette Nightstand Flamed,Jansen Furniture,Furniture > Bedroom > Chests,1550,3100,"Product Code:       34827FEM/NF9-FLAMED 

Dimensions:     

Finish:      EM

Arlette nightstand swirl flamed shown in fem finish and nf9 accent wooden top",34827FEM-NF9-FLAMED-1
34827EM/NF9,Arlette Nightstand,Jansen Furniture,Furniture > Bedroom > Chests,1385,2770,"Product Code:       34827EM/NF9 

Dimensions:      W     H  
32 in.     28 in.  

Finish:      EM

Arlette nightstand  em finish with nf9(gold) accent","34827EM-NF9-1,34827EM-NF9-2,34827EM-NF9-3,34827EM-NF9-4,34827EM-NF9-5,34827EM-NF9-6,34827EM-NF9-7"
34770BSC,Lingerie Chest Arlington,Jansen Furniture,Furniture > Bedroom > Chests,1875,3750,"Product Code:       34770BSC 

Dimensions:      W     H     D  
22 in.     50 in.     14 in.  

Lingerie chest arlington in bsc finish",34770BSC-1
34727CHAMP/NF1,Tall Chest Testardo,Jansen Furniture,Furniture > Bedroom > Chests,1965,3930,"Product Code:       34727CHAMP/NF1 

Dimensions:      W     H     D  
27 in.     57 in.     18.5 in.  

Tall chest testardo- 8 drawers. matches night stand #34725 and #34724.~  shown in champagne finish with nf1 accent",34727CHAMP-NF1-1
34725NF1/C,Nightstand Testardo Marble,Jansen Furniture,Furniture > Bedroom > Chests,960,1920,"Product Code:       34725NF1/C 

Dimensions:      W     H     D  
25 in.     26 in.     18.5 in.  

Finish:      NF1

Unique nightstand testardo marble top. handles are to the side. matches #34724 nighstand",34725NF1-C-1
34724NF1/C,Nightstand Testardo Marble Top,Jansen Furniture,Furniture > Bedroom > Chests,960,1920,"Product Code:       34724NF1/C 

Dimensions:      W     H     D  
25 in.     26 in.     18.5 in.  

Finish:      NF1

Unique nightstand testardo marble top. handles are to the side. matches #34725 nighstand",34724NF1-C-1
34546EM/NF11,Chest Louis Xv,Jansen Furniture,Furniture > Bedroom > Chests,1990,3980,"Product Code:       34546EM/NF11 

Dimensions:      W     H     D  
30 in.     36.5 in.     14.5 in.  

Finish:      EM

Elegant chest louis xv~  shown in em/nf11~  finish. three drawers.~  top opens up for more storage.~  36.5 in high","34546EM-NF11-1,34546EM-NF11-2,34546EM-NF11-3,34546EM-NF11-4,34546EM-NF11-5,34546EM-NF11-6,34546EM-NF11-7,34546EM-NF11-8,34546EM-NF11-9,34546EM-NF11-10"
34544EM/C,Nightstand Melissa Marble Top,Jansen Furniture,Furniture > Bedroom > Chests,1470,2940,"Product Code:       34544EM/C 

Dimensions:      W     H     D  
27 in.     30 in.     22 in.  

Finish:      EM

Nightstand melissa marble top",34544EM-C-1
34535EM/NF9/C,Commode Melissa,Jansen Furniture,Furniture > Bedroom > Chests,2475,4950,"Product Code:       34535EM/NF9/C 

Dimensions:      W     H     D  
52 in.     35 in.     22 in.  

Finish:      EM

Commode melissa shown in em finish nf9 acent with marble top","34535EM-NF9-C-1,34535EM-NF9-C-2,34535EM-NF9-C-3,34535EM-NF9-C-4,34535EM-NF9-C-5,34535EM-NF9-C-6,34535EM-NF9-C-7,34535EM-NF9-C-8,34535EM-NF9-C-9"
34535EM/C,Commode Melissa,Jansen Furniture,Furniture > Bedroom > Chests,2475,4950,"Product Code:       34535EM/C 

Dimensions:      W     H     D  
52 in.     35 in.     22 in.  

Finish:      EM

Commode melissa shown in em finish with marble top",34535EM-C-1
34528SP,Cabinet Sunburst Zebra,Jansen Furniture,Furniture > Bedroom > Chests,1660,3320,"Product Code:       34528SP 

Dimensions:      W     H     D  
47 in.     38 in.     19.5 in.  

Finish:      SP

Cabinet sunburst zebra in sp finish","34528SP-1,34528SP-2,34528SP-3,34528SP-4,34528SP-5"
34480EM/NF9,Nightstand Estillo,Jansen Furniture,Furniture > Bedroom > Chests,1100,2200,"Product Code:       34480EM/NF9 

Dimensions:      W     H     D  
27 in.     26.5 in.     20.5 in.  

Finish:      EM

Nightstand estillo em finish nf9 accent. matches bed",34480EM-NF9-1
34438SP,Cabinet Rosewood With Trays,Jansen Furniture,Furniture > Bedroom > Chests,1360,2720,"Product Code:       34438SP 

Dimensions:      W     H     D  
28 in.     33 in.     15 in.  

Finish:      SP

",34438SP-1
34437SP,Cabinet Rosewood Two Door,Jansen Furniture,Furniture > Bedroom > Chests,1220,2440,"Product Code:       34437SP 

Dimensions:      W     H     D  
28 in.     33 in.     15 in.  

Finish:      SP

",34437SP-1
34404EMD,Commode Three Drawer,Jansen Furniture,Furniture > Bedroom > Chests,1790,3580,"Product Code:       34404EMD 

Dimensions:      W     H     D  
46 in.     36 in.     20 in.  

Finish:      EMD

Stylish commode including 3 shaped drawers. each drawer is decorated with 3 ribbon and reed pulls with flower motives. shown in emd finish","34404EMD-1,34404EMD-2,34404EMD-3,34404EMD-4,34404EMD-5"
34404BSC,Commode Three Drawer,Jansen Furniture,Furniture > Bedroom > Chests,1790,3580,"Product Code:       34404BSC 

Dimensions:      W     H     D  
46 in.     36 in.     20 in.  

Finish:      BSC

Three drawer commode shown in bsc finish","34404BSC-1,34404BSC-2,34404BSC-3"
34402EM,Jewelery Chest Arlington,Jansen Furniture,Furniture > Bedroom > Chests,2700,5400,"Product Code:       34402EM 

Dimensions:      W     H     D  
22 in.     51 in.     15 in.  

Jewelery chest arlington with mirror shown in em finish",34402EM-1
34402BSC,Jewelery Chest Arlington,Jansen Furniture,Furniture > Bedroom > Chests,2700,5400,"Product Code:       34402BSC 

Dimensions:      W     H     D  
22 in.     51 in.     15 in.  

Finish:      BSC

Tall jewelery chest shown in bsc finish","34402BSC-1,34402BSC-2,34402BSC-3,34402BSC-4"
34378RED,Commode Italian,Jansen Furniture,Furniture > Bedroom > Chests,950,1900,"Product Code:       34378RED 

Dimensions:      W     H     D  
32 in.     32 in.     14 in.  

Finish:      RED

Shown in red chinoiserie with cream marble","34378RED-1,34378RED-2,34378RED-3,34378RED-4"
34378EBN-W,Commode Italian,Jansen Furniture,Furniture > Bedroom > Chests,950,1900,"Product Code:       34378EBN-W 

Dimensions:      W     H     D  
32 in.     32 in.     14 in.  

Finish:      EBN

Shown in ebn finish","34378EBN-W-1,34378EBN-W-2,34378EBN-W-3,34378EBN-W-4"
34331SP,Chest French Louis,Jansen Furniture,Furniture > Bedroom > Chests,1590,3180,"Product Code:       34331SP 

Dimensions:      W     H     D  
48 in.     35 in.     19 in.  

Finish:      SP

Matches #34332 bookcase","34331SP-1,34331SP-2,34331SP-3"
34305SP,Commode Outono,Jansen Furniture,Furniture > Bedroom > Chests,1950,3900,"Product Code:       34305SP 

Dimensions:      W     H     D  
48 in.     37 in.     19.5 in.  

Finish:      SP

Three drawers",34305SP-1
34293MED/ASH,Commode Three Drawer Ash,Jansen Furniture,Furniture > Bedroom > Chests,1400,2800,"Product Code:       34293MED/ASH 

Dimensions:      W     H     D  
30 in.     30 in.     17 in.  

Finish:      MEDIUM ASH

Shown in med/ash finish",34293MED-ASH-1
34292SP,Jewelery Cabinet Chinoiserie,Jansen Furniture,Furniture > Bedroom > Chests,1450,2900,"Product Code:       34292SP 

Dimensions:      W     H     D  
30 in.     59 in.     20 in.  

Finish:      SP

Small jewelry cabinet in chinoiserie style. made of mahogany. inside 3 wooden shelves with velvet bottoms that can be pulled out.",34292SP-1
34285NF9,Eglomised Chest,Jansen Furniture,Furniture > Bedroom > Chests,1825,3650,"Product Code:       34285NF9 

Dimensions:      W     H     D  
40.5 in.     36 in.     21.5 in.  

Finish:      NF9

Special eglomised~  finish with nf9 accent",34285NF9-1
34215MADU/OAK,French Commode Wooden Top,Jansen Furniture,Furniture > Bedroom > Chests,1100,2200,"Product Code:       34215MADU/OAK 

Dimensions:      W     H     D  
44 in.     32 in.     20 in.  

Finish:      MADURO

French commode wooden top shown in maduro/oak finish",34215MADU-OAK-1
34211MED/ASH,Chest Wellington,Jansen Furniture,Furniture > Bedroom > Chests,2000,4000,"Product Code:       34211MED/ASH 

Dimensions:      W     H     D  
24 in.     57 in.     15 in.  

Finish:      MEDIUM ASH

Round chest shown in new med/ash finish",34211MED-ASH-1
34199NF1,Nightstand Allure,Jansen Furniture,Furniture > Bedroom > Chests,1100,2200,"Product Code:       34199NF1 

Dimensions:      W     H     D  
22.5 in.     28 in.     16 in.  

Finish:      NF1

Nighstand allure shown in nf1 finish matches #34196 chair, writing desk and mirror",34199NF1-1
34136EMD,Nightstand Terra,Jansen Furniture,Furniture > Bedroom > Chests,900,1800,"Product Code:       34136EMD 

Dimensions:      W     H     D  
31 in.     32 in.     21 in.  

Finish:      EMD

Nightstand terra matches #34135 bed terra shown in emd finish","34136EMD-1,34136EMD-2,34136EMD-3,34136EMD-4"
34123EM/NF9,Commode Claudia,Jansen Furniture,Furniture > Bedroom > Chests,2200,4400,"Product Code:       34123EM/NF9 

Dimensions:      W     H     D  
40 in.     52 in.     21 in.  

Finish:      EM

Chest shown in em/nf9 finish. matches bed 34121","34123EM-NF9-1,34123EM-NF9-2"
34122EM/NF9,Nightstand Claudia,Jansen Furniture,Furniture > Bedroom > Chests,1380,2760,"Product Code:       34122EM/NF9 

Dimensions:      W     H     D  
26 in.     30 in.     22 in.  

Finish:      EM

Shown in em finish nf 9 accent matches bed 34121","34122EM-NF9-1,34122EM-NF9-2,34122EM-NF9-3"
34094EM/NF9,Nightstand Douglas,Jansen Furniture,Furniture > Bedroom > Chests,1375,2750,"Product Code:       34094EM/NF9 

Dimensions:      W     H     D  
28 in.     30 in.     22 in.  

Finish:      EM

Nighstand douglas","34094EM-NF9-1,34094EM-NF9-2,34094EM-NF9-3"
34032MED/ASH,Cabinet Manning,Jansen Furniture,Furniture > Bedroom > Chests,2000,4000,"Product Code:       34032MED/ASH 

Dimensions:      W     H     D  
38 in.     34 in.     20 in.  

Finish:      MEDIUM ASH

Cabinet manning",34032MED-ASH-1
33961EM,Chest Of Drawers Hampton,Jansen Furniture,Furniture > Bedroom > Chests,2450,4900,"Product Code:       33961EM 

Dimensions:      W     H     D  
49 in.     38 in.     20.5 in.  

Finish:      EM

Chest of four drawers. insides feature oak. matches #33962 dresser shown in em finish","33961EM-1,33961EM-2"
33930NF15/EM,Nightstand Milo,Jansen Furniture,Furniture > Bedroom > Chests,885,1770,"Product Code:       33930NF15/EM 

Dimensions:      W     H     D  
31 in.     27.6 in.     15 in.  

Finish:      NF15

Nightstand milo with two drawers shown in em top with nf15 finish",33930NF15-EM-1
33930JWI/NF11-C,Nightstand Milo With Two Drawers,Jansen Furniture,Furniture > Bedroom > Chests,885,1770,"Product Code:       33930JWI/NF11-C 

Dimensions:      W     H     D  
31 in.     27 in.     15 in.  

Finish:      JWI

Nightstand milo with two drawers shown in jwi finish with nf11 accent. cream marble top",33930JWI-NF11-C-1
33930EM/NF9,Nightstand Milo Two Drawer,Jansen Furniture,Furniture > Bedroom > Chests,885,1770,"Product Code:       33930EM/NF9 

Dimensions:      W     H     D  
31 in.     27 in.     15 in.  

",33930EM-NF9-1
33930EM/NF11,Nightstand Milo Two Drawer,Jansen Furniture,Furniture > Bedroom > Chests,885,1770,"Product Code:       33930EM/NF11 

Dimensions:      W     H     D  
31 in.     27 in.     15 in.  

Finish:      EM

Nightstand milo with two drawers shown in em finish with nf11 accent.",33930EM-NF11-1
33925NF15SO/W,Nightstand Perugia,Jansen Furniture,Furniture > Bedroom > Chests,1100,2200,"Product Code:       33925NF15SO/W 

Dimensions:      W     H     D  
26 in.     26 in.     17 in.  

Finish:      NF15

Night stand with 2 dovetailed drawers, brass pulls and white marble top. shown in nf15 so finish silvery accent matching bed: 33926. #33946 vanity","33925NF15SO-W-1,33925NF15SO-W-2,33925NF15SO-W-3,33925NF15SO-W-4,33925NF15SO-W-5,33925NF15SO-W-6,33925NF15SO-W-7,33925NF15SO-W-8,33925NF15SO-W-9,33925NF15SO-W-10"
33925JWI/NF11-C,Nightstand Perugia Marble Top,Jansen Furniture,Furniture > Bedroom > Chests,1100,2200,"Product Code:       33925JWI/NF11-C 

Dimensions:      W     H     D  
26 in.     26 in.     17 in.  

Nightstand perugia marble top===night stand with 2 dovetailed drawers, brass pulls~  marble top. shown in jwi finish.~  matching bed: 33926. #33946 vanity",33925JWI-NF11-C-1
33925EM/NF11,Nightstand Perugia Marble Top,Jansen Furniture,Furniture > Bedroom > Chests,1100,2200,"Product Code:       33925EM/NF11 

Dimensions:      W     H     D  
26 in.     26 in.     17 in.  

Finish:      EM

Night stand with two dovetailed drawers, and marble top. matches bed #33926. shown in em finish with nf11 accent",33925EM-NF11-1
