sku,Name,Brand,Category,Wholesale,Retail,Description,Images,Length,Width,Height
JRA-11532,Silver and Gold Enameled Vase II,John Richard,Decoration > Artistic Ornaments > Vases,190,523,"A truly special and original vase in nickel and gold enameling, with a touch of a white moon stone jewel.","JRA-11532-1,JRA-11532-4,JRA-11532-6,JRA-11532-7","4.5""D","14""W","9""H"
JRA-11531,Silver And Gold Enameled Vase I,John Richard,Decoration > Artistic Ornaments > Vases,220,605,"A truly special and original vase in nickel and gold enameling, with a touch of a white moon stone jewel.","JRA-11531-1,JRA-11531-4,JRA-11531-6,JRA-11531-7","4""D","12""W","16""H"
GBG-1975B,Mud Ring II,John Richard,Decoration > Artistic Ornaments > Wall Art,190,523,"The Mud Ring abstract is printed on a white background. The design is set on a half-inch custom gold-leaf background, and it is attached over a wood pane. A plexi covering is attached with gold accents.","GBG-1975B-1,GBG-1975B-6","2""D","25""W","25""H"
GBG-1975A,Mud Ring I,John Richard,Decoration > Artistic Ornaments > Wall Art,190,523,"The Mud Ring abstract is printed on a white background. The design is set on a half-inch custom gold-leaf background, and it is attached over a wood pane. A plexi covering is attached with gold accents.","GBG-1975A-1,GBG-1975A-6","2""D","25""W","25""H"
JRA-11303,Studded In Twigs Plateau,John Richard,Decoration > Home Accents > Trays,475,1306,"This beautiful mirrored plateau is layered in hand-cast brass twigs, adding depth and dimension, making this a truly memorable piece.","JRA-11303-1,JRA-11303-6","10.5""D","30""W","3""H"
JFD-0123,Glass Block Side Table,John Richard,Furniture > Living > Tables > End Tables,630,1732,A side table has a glass block top and a base in a gold finish.,"JFD-0123-1,JFD-0123-6","10.5""D","20.5""W","26""H"
JFD-0120,Austin A. James' New Orleans White Sofa Table With Shelf,John Richard,Furniture > Living > Tables > Console Tables,1000,2750,The image by Austin A. James has been applied to the top and bottom shelf of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.,"JFD-0120-1,JFD-0120-6,JFD-0120-7","14""D","64""W","34""H"
GBG-1753,Mark Mcdowell's Solstice,John Richard,Decoration > Artistic Ornaments > Wall Art,1055,2901,This Mark McDowell abstract interpretation is of a summer storm bathed in shades of the sea. The original painting has been reproduced as a giclée on canvas.,"GBG-1753-1,GBG-1753-6,GBG-1753-7","2""D","57""W","72""H"
AMQ-1301Q01-2137-AS,Scoop-Arm Sofa,John Richard,Furniture > Living > Sofas,1715,4716,Scoop-Arm Sofa shown with legs in Q01 Dark finish and 2137 fabric.,"AMQ-1301Q01-2137-AS-1,AMQ-1301Q01-2137-AS-6,AMQ-1301Q01-2137-AS-7","36.5""D","75""W","38""H"
JRA-8286,Stacked Crystal Candleholder,John Richard,Decoration > Home Accents > Candelabras,270,742,A medium stacked crystal clear candleholder that dances in the flickering candle light.,"JRA-8286-1,JRA-8286-3,JRA-8286-4,JRA-8286-5,JRA-8286-7,JRA-8286-10,JRA-8286-11,JRA-8286-12","6""D","6""W","8""H"
JRA-8287,Stacked Crystal Candleholder,John Richard,Decoration > Home Accents > Candelabras,290,798,A large stacked crystal clear candleholder.,"JRA-8287-1,JRA-8287-3,JRA-8287-4,JRA-8287-5,JRA-8287-7,JRA-8287-10,JRA-8287-11,JRA-8287-12","6""D","6""W","10.5""H"
JRB-4356,Asian Delight,John Richard,Decoration > Home Accents > Botanicals,270,742,Japanese magnolia branches with natural reindeer moss are featured in a slate grey vase with a gloss finish.,"JRB-4356-1,JRB-4356-6","33""D","33""W","31""H"
AJC-9139,Faceted Cut Crystal Nine-Light Chandelier,John Richard,Lighting > Chandeliers,2025,5569,"Faceted cut crystal shades hang asymmetrically on this gracefully arced, nine-light chandelier with an antique brass finish.","AJC-9139-1,AJC-9139-5,AJC-9139-6,AJC-9139-7,AJC-9139-8","28""D","62""W","22""H"
AJC-9108,Shiro-Noda Fifteen-Light Glass Cluster Horizontal Chandelier,John Richard,Lighting > Chandeliers,6545,17999,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning fifteen-light, horizontal chandelier.","AJC-9108-1,AJC-9108-6","36""D","77""W","27""H"
EUR-04-0505,Castleleigh Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2100,5775,"The case of this four-door sideboard is ash veneer finished in a warm nut brown. The door panels feature double wood moldings in an antique brass finish that tie them together in an interesting linea pattern, breaking each into separate areas of pebble shagreen which are finished in antique beluga with a warm wash. The base is in an antique brass finish.","EUR-04-0505-1,EUR-04-0505-3,EUR-04-0505-4,EUR-04-0505-5,EUR-04-0505-6,EUR-04-0505-9,EUR-04-0505-10,EUR-04-0505-11","18""D","84""W","34""H"
AJC-9085,Hans Twenty-Three-Light Brass Chandelier,John Richard,Lighting > Chandeliers,3950,10862,The Hans chandelier features a cascade of twenty-three brass droplights at varying heights.,"AJC-9085-1,AJC-9085-6",,,
JRL-10327,Sculpted Table Lamp,John Richard,Lighting > Table Lamps,290,798,This Sculpted Table Lamp in polished nickel features a marble base.,JRL-10327-1,"10""D","10""W","34""H"
JRL-10312,Sculpted Table Lamp,John Richard,Lighting > Table Lamps,370,1018,This Sculpted Table Lamp is in polished nickel with a marble base.,"JRL-10312-1,JRL-10312-4","20""D","20""W","34""H"
JRL-10275,Quartz and Pyrite on Crystal Table Lamp,John Richard,Lighting > Table Lamps,675,1856,A stunningly elegant table lamp features quartz and pyrite crystals on a crystal and polished stainless steel base.,JRL-10275-1,"18""D","18""W","35.5""H"
JRL-10257,White Sculptural Table Lamp,John Richard,Lighting > Table Lamps,310,852,This table lamp features the essence of coral in white with a crystal base.,JRL-10257-1,"18""D","16""W","33.75""H"
JRL-10266,Luna: Crystal Wand Table Lamp,John Richard,Lighting > Table Lamps,435,1196,This table lamp of crystal wands has a finish in antique silver leaf and a crystal base.,JRL-10266-1,"18""D","18""W","38.5""H"
JRL-9993,Sculpted Aperature Table Lamp,John Richard,Lighting > Table Lamps,470,1292,The cast brass Sculpted Aperture Table Lamp has a marble base.,JRL-9993-1,"9""D","24""W","23""H"
JRL-9936,Furls Of White Lamp,John Richard,Lighting > Table Lamps,325,894,"Furls of white in clear glass on a nickel rod are suspended over an alabaster base, creating a truly ethereal buffet lamp.",JRL-9936-1,"5""D","5""W","34""H"
JRL-9478,Falling Agate Buffet Lamp,John Richard,Lighting > Table Lamps,635,1746,A buffet lamp features strands of sliced organic agates trimmed in brass naturally falling at varying heights.,JRL-9478-1,"13.5""D","13.5""W","36.5""H"
JRL-9860,"Stone, Quartz Flower Table Lamp",John Richard,Lighting > Table Lamps,765,2104,A table lamp features an organic antique brass branch with quartz crystal flower blooms atop a marble base.,JRL-9860-1,"12""D","16""W","34.5""H"
AMF-1726-2207-AS,Hayworth Cocktail Ottoman,John Richard,Furniture > Living > Benches & Ottomans,2300,6325,This dramatic tufted cocktail ottoman is accented by a satin brass base. It is upholstered in a soft heathered velvet in neutral slate blue. Each tuft is held by a metal button with a polished nickel finish. The Hayworth Cocktail Ottoman is available,"AMF-1726-2207-AS-1,AMF-1726-2207-AS-3,AMF-1726-2207-AS-4","54""D","1""W","20""H"
AMF-1713V147-C002-AS,Florence Right-Arm Sofa-C002,John Richard,Furniture > Living > Sofas,5115,14066,"Florence Right-Arm Sofa shown in V147 Silver White finish and Correlation C002. This curved sofa with a bumper end features an exposed oak frame in a silver white finish. The undulating outside back is upholstered in a soft, hand-pleated, neutral fabric. Multitextured pillows complete the look. The Florence Sofa is part of the JR Signature Upholstery Program and is available in two wood finishes and eleven upholstery correlations.",AMF-1713V147-C002-AS-1,"44.5""D","108.5""W","36""H"
AMF-1707V227-2211-AS,Josephine Bench,John Richard,Furniture > Living > Benches & Ottomans,1005,2764,"This updated Regency style bench is finished in a deep, rich ebony. It is upholstered in a soft camel chevron quilted fabric and accented with jewelry hardware in satin brass with mother of pearl inlay. The classic frame is enhanced with antique brass s","AMF-1707V227-2211-AS-1,AMF-1707V227-2211-AS-3,AMF-1707V227-2211-AS-4","18.25""D","26""W","20""H"
AMF-1707V226-1128-AS,Josephine Bench,John Richard,Furniture > Living > Benches & Ottomans,1005,2764,This updated Regency style bench is finished in a sophisticated silver leaf. The tufted seat is upholstered in a soft grey textured velvet and accented with jewelry hardware in polished nickel with mother of pearl inlay. The classic frame is enhanced wi,"AMF-1707V226-1128-AS-1,AMF-1707V226-1128-AS-3,AMF-1707V226-1128-AS-4,AMF-1707V226-1128-AS-5,AMF-1707V226-1128-AS-7","18.25""D","26""W","20""H"
AMF-1703V242-3041-AS,Deauville Chair,John Richard,Furniture > Living > Occasional Chairs,1475,4056,This updated French chair is finished in rich transitional Espresso. It is upholstered in a textural ivory fabric that is stain protected. The outside back is upholstered in a tonal chevron quilted fabric. A matching accent pillow is included. The curve,"AMF-1703V242-3041-AS-1,AMF-1703V242-3041-AS-3,AMF-1703V242-3041-AS-4,AMF-1703V242-3041-AS-5,AMF-1703V242-3041-AS-7,AMF-1703V242-3041-AS-8","31.5""D","34.5""W","44""H"
AMF-1702BBS-C011-AS,Rue Cambon Sofa,John Richard,Furniture > Living > Sofas,5880,16170,"36.61""H X 100""W X 39.76""D Rue Cambon Sofa shown in a Brushed Brass finish and 1126 body fabric with pillow set C011. Seat Height: 20""H, Arm Height: 36.61""H, Leg Height: 10""H, Back Height: 18""H, Inside Seat Length: 88""L, Inside Seat Depth: 31.5""D This elegant sofa with a reverse camel back features a channeled inside back and arms with a row of sophisticated metal buttons. The classic design is elevated by the addition of modern legs in brushed metal. Multitextured pillows, one with a quartz button accent, complete the look. The Rue Cambon Sofa is part of the JR Signature Upholstery Sofa Program and is available in two metal finishes and eleven fabric correlations. This Rue Cambon Sofa is available as shown in Correlation 11 (C011) with Brushed Brass legs.","AMF-1702BBS-C011-AS-1,AMF-1702BBS-C011-AS-3,AMF-1702BBS-C011-AS-4,AMF-1702BBS-C011-AS-5,AMF-1702BBS-C011-AS-7,AMF-1702BBS-C011-AS-8,AMF-1702BBS-C011-AS-9","39.76""D","100""W","36.61""H"
AMF-1699PSS-C010-AS,Naples Sofa--C010,John Richard,Furniture > Living > Sofas,4175,11481,"Naples Sofa shown in a Polished Stainless Steel finish and 2209 body fabric with pillow set C010. This modern sofa features a quilted box seat, and the arm panels are detailed with a double row of sophisticated nailheads. The geometric lines of the sofa are enhanced by bracket legs in polished metal. Multitextured pillows, one with a quartz button accent, complete the look. The Naples Sofa is part of the JR Signature Upholstery Sofa Program and is available in two metal finishes and eleven fabric correlations. This Naples Sofa is available as shown in Correlation 10 (C010) with Polished Stainless Steel legs. AMF-1708PSS is the matching chair.","AMF-1699PSS-C010-AS-1,AMF-1699PSS-C010-AS-3,AMF-1699PSS-C010-AS-4,AMF-1699PSS-C010-AS-5,AMF-1699PSS-C010-AS-7","37.5""D","92""W","32""H"
AMF-1639V147-C005-AS,Milano Sofa- C005,John Richard,Furniture > Living > Sofas,4675,12856,"Milano Sofa shown in V147 Silver White finish and Correlation C005. The Milano Sofa has a tight, button-tufted seat with a plain back and banded base. There is a silver white finish on the undulating, exposed oak frame, with large, polished nickel nailhead trim to the back. This sofa is part of the JR Signature Upholstery Program and is available in two wood finishes and eleven upholstery correlations.",AMF-1639V147-C005-AS-1,"43.5""D","90""W","39""H"
AMF-1708PSS-C010-AS,Naples Chair- C010,John Richard,Furniture > Living > Occasional Chairs,2305,6339,"Naples Chair shown in a Polished Stainless Steel finish and 2209 fabric with pillow set C010. This modern chair features a quilted box seat, and the arm panels are detailed with a double row of sophisticated nailheads. The geometric lines of the chair are enhanced by bracket legs in polished metal. Multitextured pillows complete the look. The Naples Chair is part of the JR Signature Upholstery Sofa Program and is available in two metal finishes and eleven fabric correlations. This Naples Chair is shown in Correlation 10 (C010) with Polished Stainless Steel legs. AMF-1699PSS is the matching sofa.","AMF-1708PSS-C010-AS-1,AMF-1708PSS-C010-AS-3,AMF-1708PSS-C010-AS-4,AMF-1708PSS-C010-AS-5","37.5""D","36.5""W","32""H"
JFD-0216,Crystal Nesting Table,John Richard,Furniture > Living > Tables > Occasional Tables,800,2200,This crystal console nesting table features an etched geometric design.,"JFD-0216-1,JFD-0216-3","10""D","22""W","22""H"
JFD-0215,Crystal Nesting Table,John Richard,Furniture > Living > Tables > Occasional Tables,685,1884,This crystal console nesting table features an etched geometric design.,"JFD-0215-1,JFD-0215-3","10""D","18""W","20""H"
JFD-0184,Marble And Brushed Nickel Branch Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,615,1691,"This martini table, with a marble top and a marble and acrylic base, features a cast metal body sculpted to resemble tree branches finished in brushed nickel.",JFD-0184-1,"14""D","14""W","24.5""H"
EUR-03-0691,Kano Nesting Tables (Set of Two),John Richard,Furniture > Living > Tables > Occasional Tables,655,1801,"Sitting upon four turned and tapered legs finished in Aztec gold, the tops of this pair of nesting tables are inlaid in crocodile-patterned textured resin and finished in a variegated cream and white.","EUR-03-0691-1,EUR-03-0691-3,EUR-03-0691-10","20""D","20""W","22""H"
JFD-0224,Cocktail Table In Bronze,John Richard,Furniture > Living > Tables > Cocktail Tables,1295,3561,This sculptural cocktail table features an organic base in bronze with a removeable glass top.,JFD-0224-1,"56""D","56""W","14.5""H"
JFD-0223,Cocktail Table in Nickel,John Richard,Furniture > Living > Tables > Cocktail Tables,1295,3561,This sculptural cocktail table features an organic base in polished nickel with a removeable glass top.,JFD-0223-1,"56""D","56""W","14.5""H"
JFD-0201,"Stone, Quartz Crystal Martini Table",John Richard,Furniture > Living > Tables > Occasional Tables,520,1430,"This martini table features graceful blooms of quartz crystals on an antique brass stem, with a crystal top and base.",JFD-0201-1,"12""D","12""W","25.5""H"
JFD-0200,Polished Steel Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,330,908,This hourglass martini table in polished steel features a crystal top and base.,"JFD-0200-1,JFD-0200-3,JFD-0200-10","10""D","10""W","24""H"
JFD-0199,Hourglass Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,310,852,This hourglass martini table in white with a semigloss finish features a crystal top and base.,JFD-0199-1,"8""D","8""W","24""H"
JFD-0196,Cut Crystal Martini Table,John Richard,Furniture > Living > Tables > Occasional Tables,585,1609,A hexagonal martini table in cut crystal.,JFD-0196-1,"10""D","10""W","22""H"
JFD-0148,Sculpted Console Table in Antique Brass,John Richard,Furniture > Living > Tables > Console Tables,2185,6009,"This windswept, organically sculpted metal console table in antique brass with gold-leaf accents has a glass top.","JFD-0148-1,JFD-0148-3,JFD-0148-10","16""D","60""W","30""H"
EUR-10-0123,Benevento Dining Table,John Richard,Furniture > Dining > Dining Tables,1410,3878,The Benevento Dining Table features a base of back-to-back semicircles in a tiza gesso finish and a clear top with a tempered edge.,EUR-10-0123-1,"60""D","60""W","30.5""H"
EUR-02-0318,Benevento Console Table,John Richard,Furniture > Living > Tables > Console Tables,1150,3162,"Mounted on a simple slab base and supporting the top, back-to-back semicircles make up the pedestal of this imposing but elegant console table. The entire piece is finished in tiza gesso.","EUR-02-0318-1,EUR-02-0318-4,EUR-02-0318-6,EUR-02-0318-10","18.5""D","64""W","38""H"
EUR-03-0780,Benevento End Table,John Richard,Furniture > Living > Tables > End Tables,675,1856,"The Benevento End Table consists of back-to-back semicircles in tiza gesso for a base, and the top is clear, tempered glass with a pencil edge.","EUR-03-0780-1,EUR-03-0780-3,EUR-03-0780-6,EUR-03-0780-10","26""D","26""W","20""H"
EUR-03-0803,Benevento Cocktail Table,John Richard,Furniture > Living > Tables > Cocktail Tables,1005,2764,The Benevento Cocktail Table features a base of back-to-back semicircles in a tiza gesso finish and a clear top with a tempered edge.,EUR-03-0803-1,"52""D","52""W","19.25""H"
EUR-08-0108,Lucena Brushed Stainless Steel Pedestal III,John Richard,Decoration > Artistic Ornaments > Pedestals,945,2599,A modern pedestal is finished in a brush-patterned stainless steel and paired with a crystal top.,"EUR-08-0108-1,EUR-08-0108-3","11.75""D","11.75""W","36.25""H"
EUR-08-0107,Lucena Brushed Stainless Steel Pedestal II,John Richard,Decoration > Artistic Ornaments > Pedestals,1000,2750,A modern pedestal is finished in a brush-patterned stainless steel and paired with a crystal top.,"EUR-08-0107-1,EUR-08-0107-3","11.75""D","11.75""W","42""H"
EUR-08-0106,Lucena Brushed Stainless Steel Pedestal I,John Richard,Decoration > Artistic Ornaments > Pedestals,1060,2915,A modern pedestal is finished in a brush-patterned stainless steel and paired with a crystal top.,"EUR-08-0106-1,EUR-08-0106-3","11.75""D","11.75""W","48.25""H"
EUR-08-0105,Piazza Pedestal Forte,John Richard,Decoration > Artistic Ornaments > Pedestals,535,1471,A modern pedestal is finished in piazza and paired with a crystal top.,EUR-08-0105-1,"11.75""D","11.75""W","48.25""H"
EUR-04-0682,Carol Benson-Cobb's Simpatico Four-Door Cabinet,John Richard,Furniture > Living > Cabinets,2940,8085,This four-door cabinet in pewter is finished with a top in clean églomisé. The glass door fronts of this piece are printed with a reproduction of Carol Benson-Cobb's painting Simpatico.,"EUR-04-0682-1,EUR-04-0682-3","18.25""D","94""W","36.25""H"
EUR-04-0681,Riverside Two-Door Cabinet,John Richard,Furniture > Living > Cabinets,1590,4373,This two-door cabinet is inlaid in white linen and finished in pewter and a silver wash. The cabinet sits on a base in aluminum leaf.,"EUR-04-0681-1,EUR-04-0681-3","16""D","44.5""W","34.25""H"
JRL-10329,Robin's-Egg Blue Speckled Glass Table Lamp,John Richard,Lighting > Table Lamps,370,1018,This carved glass table lamp with warm cream and speckled robin's-egg blue will warm your decor.,"JRL-10329-1,JRL-10329-6","18.5""D","18.5""W","32.25""H"
JRA-11859,Lotus Leaf Pillar II,John Richard,Decoration > Artistic Ornaments > Pedestals,260,715,"A flat lotus leaf cast in brass creates a beautiful organic shape on top of an alabaster pillar. This original use of the lotus is sculpturally beautiful, or it can be used as a plateau.",JRA-11859-1,"7.75""D","7.75""W","7.75""H"
JRA-11858,Lotus Leaf Pillar I,John Richard,Decoration > Artistic Ornaments > Pedestals,230,633,"A flat lotus leaf cast in brass creates a beautiful organic shape on top of an alabaster pillar. This original use of the lotus is sculpturally beautiful, or it can be used as a plateau.",JRA-11858-1,"7.75""D","7.75""W","3.5""H"
EUR-01-0375,Eredi Highboy,John Richard,Furniture > Bedroom > Chests,3355,9226,"A tall chest of three drawers features white crystal geode handles. The case and drawers are in beluga, with gold detailing around the drawer moldings. The chest is set on a stainless steel base in polished brass.","EUR-01-0375-1,EUR-01-0375-3,EUR-01-0375-5,EUR-01-0375-6,EUR-01-0375-7,EUR-01-0375-10,EUR-01-0375-11,EUR-01-0375-12","23""D","48""W","43""H"
JRM-1000,Aylesham Mirror,John Richard,Decoration > Home Accents > Mirrors,1000,2750,With influences of Moorish architecture a delicate cockbead molding traces the curves and lines of the inset bevelled modern mirror.,"JRM-1000-1,JRM-1000-10","2""D","38""W","64""H"
JRL-10235,Carved Alabaster Shaded Table Lamp,John Richard,Lighting > Table Lamps,615,1691,Intricately carved alabaster slabs create an ethereal lamp body suspended on a brushed brass post and base.,JRL-10235-1,"10""D","18""W","32""H"
JRL-10247,Glass and Brushed Nickel Frame Table Lamp,John Richard,Lighting > Table Lamps,615,1691,"An open-frame glass lamp body is accented with a brushed nickel center rod and bands, giving this table lamp a modern appeal.",JRL-10247-1,"10""D","20""W","33""H"
GBG-2432,Jackie Ellens' Beach Scene,John Richard,Decoration > Artistic Ornaments > Wall Art,875,2406,"Jackie Ellens' Beach Scene features people strolling and relaxing under bright umbrellas. The art is reproduced on canvas, with a heavy gel applied by hand over the blue sky and sandy beach. The piece is framed in a gold gallery wrap molding.",GBG-2432-1,"2""D","57.25""W","71.25""H"
GBG-2372,Ashley SullIVan’S Pick Up Every Stitch,John Richard,Decoration > Artistic Ornaments > Wall Art,765,2104,Pick Up Every Stitch by artist Ashley Sullivan depicts downtown city life at night. The art is enhanced with textured brushstrokes and framed in a black gallery wrap.,GBG-2372-1,"2""D","66""W","47.5""H"
GBG-1974,Jason Lott's Neptune,John Richard,Decoration > Artistic Ornaments > Wall Art,1000,2750,Stunning teals and golds flow through this image by artist Jason Lott. The piece features a high-gloss vitreous finish and is surrounded by a silver molding.,"GBG-1974-1,GBG-1974-6","2""D","57""W","73""H"
JRA-10838S2,Set Of Two Sea-Foam Vases,John Richard,Decoration > Artistic Ornaments > Vases,135,371,"Featuring fluid, organic shapes and bubbling texture, this set of two vases is inspired by forms straight from the sea.","JRA-10838S2-1,JRA-10838S2-6","10""D","10""W","8.25""H"
GBG-0754,Jason Lincoln Jeffers' Karnak,John Richard,Decoration > Artistic Ornaments > Wall Art,930,2558,"This psychedelic abstract by Jason Lincoln Jeffers reflects dripping hues of blues and golds, with a broken vitreous finish. It is presented in a glazed bronze metallic floater frame.",GBG-0754-1,"3""D","55""W","66""H"
AJC-9101,Twilight Sixteen-Light Slumped Glass Chandelier,John Richard,Lighting > Chandeliers,2330,6408,The Twilight sixteen-light chandelier features three tiers of slumped glass panels with gold-leaf gradations.,AJC-9101-1,,,
AJC-9117,Acrylic And Nickel Six-Light Chandelier,John Richard,Lighting > Chandeliers,1220,3355,"Classic form meets graphic modern design in this acrylic and polished nickel, six-light chandelier.","AJC-9117-1,AJC-9117-2,AJC-9117-3,AJC-9117-4,AJC-9117-6,AJC-9117-7,AJC-9117-8","30""D","30""W","29""H"
AJC-9121,Acrylic And Nickel Ten-Light Chandelier,John Richard,Lighting > Chandeliers,2185,6009,"Classic form meets graphic modern design in this acrylic and polished nickel, ten-light chandelier with two tiers.","AJC-9121-1,AJC-9121-3","38""D","38""W","47""H"
AJC-9119,Acrylic And Nickel Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,210,578,"Classic form meets graphic modern design in this acrylic and polished nickel, single-light wall sconce.",AJC-9119-1,"6.5""D","5""W","18""H"
JRA-11399,The Look Of Quartz Handblown Glass Vase,John Richard,Decoration > Artistic Ornaments > Vases,105,289,Transparent crystal medallions appear to float in an opaque smoky grey background to create a look of floating agate in this handblown glass vase.,JRA-11399-1,"11.75""D","11.75""W","15.75""H"
JRA-11397,The Look Of Agate Handblown Glass Vase I,John Richard,Decoration > Artistic Ornaments > Vases,95,261,Rich browns and greys meld together to create a look of floating agates in this handblown glass vase.,"JRA-11397-1,JRA-11397-3,JRA-11397-4","11.75""D","11.75""W","9.5""H"
JRA-11398,The Look Of Agate Handblown Glass Vase II,John Richard,Decoration > Artistic Ornaments > Vases,95,261,Rich browns and greys meld together to create a look of floating agate in this handblown glass vase.,"JRA-11398-1,JRA-11398-3,JRA-11398-4","8.75""D","8.75""W","18""H"
JRL-10155,Carved Glass Teardrop Table Lamp in Grey,John Richard,Lighting > Table Lamps,330,908,"A striking carved glass table lamp ranges in tones of light to deep grey, with accents of crystal and nickel.",JRL-10155-1,"18""D","18""W","35""H"
JRL-10325,Emerald Green Marbled Buffet Lamp,John Richard,Lighting > Table Lamps,345,949,"The rich hues of emerald green in a marbled pattern add depth and intensity to this tall, tapered buffet lamp.",JRL-10325-1,"18.5""D","18.5""W","42""H"
JRL-10181,Furling Cream and Caramel Buffet Lamp,John Richard,Lighting > Table Lamps,330,908,"In a matte glass finish, the creams and caramels seem to be unfurling around the glass in this outstanding buffet lamp.","JRL-10181-1,JRL-10181-6,JRL-10181-7","18""D","18""W","41""H"
JRA-13076,Antique Brass Vase II,John Richard,Decoration > Artistic Ornaments > Vases,300,825,"An aluminum vase in antique brass is accented with a flowing, open-wave pattern in a textured finish in matte black.",JRA-13076-1,"9""D","1""W","29""H"
JRA-13075,Antique Brass Vase I,John Richard,Decoration > Artistic Ornaments > Vases,415,1141,"An aluminum vase in antique brass is accented with a flowing, open-wave pattern in a textured finish in matte black.",JRA-13075-1,"10.5""D","10.5""W","35""H"
JRA-13012,Sculptural Body DIVided,John Richard,Decoration > Artistic Ornaments > Sculptures,820,2255,This avant-garde sculpture of a body divided follows the elegant lines of the female shape.,JRA-13012-1,"9.75""D","9.75""W","26""H"
JRA-11831,Man Cast In Time,John Richard,Decoration > Artistic Ornaments > Sculptures,975,2681,A sculpture in grand scale of a man emerging from stone appears to be chiseled from grey marble and balancing on a black marble base. This piece is for the more sophisticated buyer.,"JRA-11831-1,JRA-11831-3,JRA-11831-6,JRA-11831-7","16""D","37.75""W","29""H"
AMF-1722V226-2207-AS,Hudson Chaise- 2207,John Richard,Furniture > Living > Chaises & Settees,2255,6201,"Hudson Chaise shown in V226 Burnished Silver finish with Polished Nickle metal Ferrules and 2207 fabric. This sleek, modern chaise features an undulating silhouette. It is upholstered in a box-pleated bouclé in pale grey velvet. The curvilinear shape is emphasized by an exposed wood frame finished in burnished silver. The classic saber legs are accentuated with stainless steel ferrules.","AMF-1722V226-2207-AS-1,AMF-1722V226-2207-AS-3,AMF-1722V226-2207-AS-4,AMF-1722V226-2207-AS-5","28""D","70""W","35""H"
AMF-1741V72-2181-AS,AVENA OTTOMAN,John Richard,Furniture > Living > Benches & Ottomans,1375,3781,Avena Ottoman shown in V72 Pewter Silver finish and 2181 fabric.,"AMF-1741V72-2181-AS-1,AMF-1741V72-2181-AS-3,AMF-1741V72-2181-AS-4","36.61""D","60.24""W","19""H"
AMF-1711V229-C013-AS,Paris Chaise Sectional L-Sofa- C013,John Richard,Furniture > Living > Sofas,6215,17091,"Paris Chaise Sectional (Left-Facing Chaise) shown in V229 Valyrian Gold finish and Correlation C013. This chaise sectional features a wood plinth base in Valyrian gold and upholstered channel detailing on the inside and outside back. Multitextured pillows, one with a quartz button accent, complete the look. The Paris Chaise Sectional is part of the JR Signature Upholstery Program. It is available in four wood finishes: V226 Burnished Silver, V229 Valyrian Gold, V242 Espresso, and V271 Dove White. There are fourteen upholstery correlations available.",AMF-1711V229-C013-AS-1,"41""D","125""W","32""H"
AMF-1742V71-1109-AS,Keen Bench,John Richard,Furniture > Living > Benches & Ottomans,985,2709,Keen Bench shown in V71 Tiza Gesso finish and 1109 fabric.,"AMF-1742V71-1109-AS-1,AMF-1742V71-1109-AS-3,AMF-1742V71-1109-AS-4,AMF-1742V71-1109-AS-5","23.23""D","64.57""W","22.44""H"
AMF-1745V242-C014-AS,Soho Three-Seat Sofa With Ottoman (Right-Facing Split)-C014,John Richard,Furniture > Living > Sofas,6270,17243,"Soho Three-Seat Sofa With Ottoman (Right-Facing Split) shown in Correlation C014. This modern sofa with an ottoman features a tight seat with clean lines enhanced by wide track arms and a carved molding detail. The modular sofa splits into a two-seat unit and a one-seat unit, giving it the versatility of a sectional with three different configuration possibilities. Multitextured pillows, one with a moonstone button accent, completes the look. The Soho Three-Seat Sofa With Ottoman is part of the JR Signature Upholstery Sofa Program. It is available in four wood finishes: V226 Burnished Silver, V229 Valyrian Gold, V242 Espresso, and V271 Dove White. There are fourteen upholstery correlations available.","AMF-1745V242-C014-AS-1,AMF-1745V242-C014-AS-3,AMF-1745V242-C014-AS-4,AMF-1745V242-C014-AS-5,AMF-1745V242-C014-AS-7,AMF-1745V242-C014-AS-8,AMF-1745V242-C014-AS-9,AMF-1745V242-C014-AS-10,AMF-1745V242-C014-AS-11","43.5""D","84""W","35.4""H"
AMF-1744V226-C012-AS,Soho Two-Seat Sofa-C012,John Richard,Furniture > Living > Sofas,4235,11646,"Soho Two-Seat Sofa shown in Correlation C012. This modern sofa features a tight seat with a modular feel. The straight lines of the sofa are enhanced by wide track arms with a carved molding detail. Multitextured pillows, one with a moonstone button accent, complete the look. The Soho Two-Seat Sofa is part of the JR Signature Upholstery Sofa Program. Shown in V226 Burnished Silver with Correlation C012 fabric.","AMF-1744V226-C012-AS-1,AMF-1744V226-C012-AS-3,AMF-1744V226-C012-AS-4,AMF-1744V226-C012-AS-5,AMF-1744V226-C012-AS-7,AMF-1744V226-C012-AS-8,AMF-1744V226-C012-AS-9,AMF-1744V226-C012-AS-10","43.5""D","94""W","35.5""H"
