sku,Name,Brand,Categories,WS Price,IMAP Rate ,IMAP Price,Description,Images,Length,Width,Height
JFD-0120,"John Richard Austin A. James' New Orleans White Sofa Table with Shelf",John Richard,Tables > Console Tables,905,2.00,1810,"The image by Austin Allen James has been applied to the top and bottom shelf of this sofa table and covered in a hand-applied vitreous finish. The base and legs are done in a hand-finished gold.

Dimensions: 34""H X 64""W X 14""D
Product Weight: 43","JFD-0120-1, JFD-0120-2",64,14,34
GBG-1753,"John Richard Mark McDowell's Solstice",John Richard,Art > Paintings,955,2.00,1910,"An abstract interpretation of a summer storm bathed in shades of the sea. This Mark McDowell original painting has been reproduced as a giclée on canvas.

Dimensions: 72""H X 57""W X 2""D
Product Weight: 28

Status: Build to Order","GBG-1753-1, GBG-1753-2",57,2,72
AMQ-1301Q01-2137-AS,"John Richard Scoop-Arm Sofa",John Richard,Seating > Sofas ,1555,2.00,3110,"A scoop-arm sofa shown with legs in Q01 Dark finish and 2137 fabric. 
Seat Height: 21""H, 
Arm Height: 23.5""H,
Leg Height: 8""H,
Inside Seat: 69""W X 25.5""D, 
Seat to Back: 21""H

Dimensions: 38""H X 75""W X 36.5""D

Status: Build to Order","AMQ-1301Q01-2137-AS-1, AMQ-1301Q01-2137-AS-2",75,36.5,38
JRA-8286,"John Richard Stacked Crystal Candleholder",John Richard,Accessories > Candelabras,245,2.00,490,"A stacked crystal candleholder that dances in the flickering candlelight. Candle not included.

Dimensions: 8""H X 6""W X 6""D
Product Weight: 13.2","JRA-8286-1, JRA-8286-2, JRA-8286-3, JRA-8286-4",6,6,8
"JRA-8287","John Richard Stacked Crystal Candleholder",John Richard,Accessories > Candelabras,260,2.00,520,"A stacked crystal candleholder that dances in the flickering candlelight. Candle not included.

Dimensions: 10.5""H X 6""W X 6""D
Product Weight: 17","JRA-8287-1, JRA-8287-2",6,6,10.5
JRB-4356,John Richard Asian Delight,John Richard,Accessories > Silk Flowers,245,2.00,490,"Japanese magnolia branches with natural reindeer moss are featured in a slate grey vase with a gloss finish.

Dimensions: 31""H X 33""W X 33""D
Package Weight: 16","JRB-4356-1, JRB-4356-2",33,33,31
AJC-9139,John Richard Faceted Cut Crystal Nine-Light Chandelier,John Richard,Lighting > Chandeliers ,1840,2.00,3680,"Faceted cut crystal shades hang asymmetrically on this gracefully arced, nine-light chandelier with an antique brass finish. Maximum Overall Hang Height: 77""H. Shade: 4.75"" X 5.5"", Glass. 3 Watt LED Bulbs (preinstalled, not replaceable), Canopy: 20"" X 6"" X 1.25""

Dimensions: 22""H X 62""W X 28""D
Product Weight: 52.65
Package Weight: 68

","AJC-9139-1, AJC-9139-2, AJC-9139-3, AJC-9139-4",62,28,22
AJC-9108,John Richard Shiro-Noda Fifteen-Light Glass Cluster Horizontal Chandelier,John Richard,Lighting > Chandeliers ,5950,2.00,11900,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning fifteen-light, horizontal chandelier. 40 Watt Max, 15 Type G9 Bulbs (included), Canopy: 31.5"" X 8"" X 1"", Chain: Two pieces of 6' (included)

Dimensions: 27""H X 77""W X 36""D
Product Weight: 70.5
Package Weight: 108","AJC-9108-1, AJC-9108-2",77,36,27
EUR-04-0505,"John Richard Castleleigh Sideboard
",John Richard,Credenzas & Sideboards,1905,2.00,3810,"The case of this four-door sideboard is ash veneer finished in a warm nut brown. The door panels feature double wood moldings in an antique brass finish that tie them together in an interesting linea pattern, breaking each into separate areas of pebble shagreen which are finished in antique beluga with a warm wash. The base is in an antique brass finish. Soft-closing hinges are fitted on the doors.

Dimensions: 34""H X 84""W X 18""D
Product Weight: 238
Package Weight: 318.5","EUR-04-0505-1, EUR-04-0505-2, EUR-04-0505-3, EUR-04-0505-4, EUR-04-0505-5",84,18,34
AJC-9085,John Richard Hans Twenty-Three-Light Brass Chandelier,John Richard,Lighting > Chandeliers,3590,2.00,7180,"The Hans chandelier features a cascade of twenty-three brass droplights at varying heights. 40 Watt Max, 23 Type B Bulbs, Canopy: 6.5"", Chain: 10'

Dimensions: 61""H X 33""W X 33""D
Product Weight: 71
Package Weight: 101","AJC-9085-1, AJC-9085-2",33,33,61
JRL-10327,John Richard Sculpted Table Lamp,John Richard,Lighting > Table Lamps,260,2.00,520,"This sculpted table lamp in polished nickel features a marble base. Shade: 10"" X 10"" X 10"", White Man-Made Linen outside and White Cotton inside, Cylinder. 3 Way, 150 Watt Max, Type A Bulb, 8"" Nickel Harp, Turnkey. Disclaimer: This item is made by hand using artisanal primitive bending and welding techniques. The imperfections in the seams and body are reflections of the piece's handmade nature and are part of its innate beauty. No two will be identical.

Dimensions: 33.25""H",JRL-10327-1,10,10,34
JRL-10312,John Richard Sculpted Table Lamp,John Richard,Lighting > Table Lamps,335,2.00,670,"This sculpted table lamp is in polished nickel with a marble base. Shade: 18"" X 18"" X 11"", White Man-Made Linen outside and White Cotton inside, Round. 3 Way, 150 Watt Max, Type A Bulb, 10"" Nickel Harp, Turnkey. Disclaimer: This item is made by hand using artisanal primitive bending and welding techniques. The imperfections in the seams and body are reflections of the piece's handmade nature and are part of its innate beauty. No two will be identical.

Dimensions: 34""H","JRL-10312-1, JRL-10312-2",18,18,34
JRL-10275,"John Richard Quartz and Pyrite on Crystal Table Lamp
",John Richard,Lighting > Table Lamps,610,2.00,1220,"A stunningly elegant table lamp features quartz and pyrite crystals on a crystal and polished stainless steel base. Shade: 18"" X 18"" X 12"", White Man-Made Linen outside and White Man-Made Silk inside, Round. 3 Way, 150 Watt Max, Type A Bulb, 11"" Nickel Harp, Turnkey. Disclaimer: Variations in size, shape, and color are normal with natural stones or natural quartz.

Dimensions: 27""H",JRL-10275-1,18,18,27
JRL-10257,"John Richard White Sculptural Table Lamp
",John Richard,Lighting > Table Lamps,280,2.00,560,"This table lamp features the essence of coral in white with a crystal base. Shade: 16"" X 18"" X 11"", White Man-Made Linen outside and White Man-Made Silk inside, Round. 3 Way, 150 Watt Max, Type A Bulb, 9"" Nickel Harp, Turnkey. Disclaimer: Due to manufacturing processes, variations in color will occur. No two will be identical.

Dimensions: 33.75""H
",JRL-10257-1,16,18,33.75
JRL-10266,"John Richard Luna: Crystal Wand Table Lamp
",John Richard,Lighting > Table Lamps,395,2.00,790,"This table lamp of crystal wands has a finish in antique silver leaf and a crystal base. Shade: 18"" X 18"" X 11"", White Cotton outside and White Polyester inside, Round. 1 Way, 100 Watt Max, Type A Bulb, 10"" Nickel Harp, Turnkey. Disclaimer: With glass, variations in size, shape, and color may occur. No two will be identical.

Dimensions: 38.5""H",JRL-10266-1,18,18,38.5
JRL-9993,"John Richard Sculpted Aperture Table Lamp
",John Richard,Lighting > Table Lamps,425,2.00,850,"The cast brass Sculpted Aperture Table Lamp has a marble base. Shade: (24"" X 9"") X (24"" X 9"") X 7.75"", Oat Man-Made Linen outside and Light Oat Cotton inside, Rectangular. 1 Way, 60 Watt Max, Type A Bulb, 6"" Brass Harp, Double Socket, Line Switch

Dimensions: 23""H
Product Weight: 23.5
Package Weight: 29.9",JRL-9993-1,24,9,23
JRL-9936,"John Richard Furls of White Buffet Lamp
",John Richard,Lighting > Table Lamps,295,2.00,590,"Furls of white in clear glass on a nickel rod are suspended over an alabaster base, creating a truly ethereal buffet lamp. Shade: 5"" X 5"" X 12.5"", Clear, Glass, Round. 1 Way, 40 Watt Max, Type B Bulb, Line Switch. Disclaimer: Glass patterns will differ due to the handblown nature of the glass.

Dimensions: 34""H
Product Weight: 14.25
Package Weight: 21.8",JRL-9936-1,5,5,34
JRL-9478,"John Richard Falling Agate Buffet Lamp
",John Richard,Lighting > Table Lamps,575,2.00,1150,"A buffet lamp features strands of sliced organic agates trimmed in brass naturally falling at varying heights. Shade: 13.5"" X 13.5"" X 10"", Light Brass Man-Made Silk outside and inside, Round. 3 Way, 150 Watt Max, Type A Bulb, 8"" Gold Harp. Disclaimer: Variations in size, shape, and color are normal with natural stones or natural quartz.

Dimensions: 36.5""H
Status: Build to Order",JRL-9478-1,13.5,13.5,36.5
JRL-9860,"John Richard Quartz Flower Table Lamp
",John Richard,Lighting > Table Lamps,695,2.00,1390," A table lamp features an organic antique brass branch with quartz crystal flower blooms atop a marble base. Shade: (16"" X 12"") X (16"" X 12"") X 12"", Off White Man-Made Linen outside and White Man-Made Silk inside, Rectangular. 3 Way, 150 Watt Max, Type A Bulb, 8.5"" Brass Harp, Turnkey

Dimensions: 34.5""H
Product Weight: 17.8
Package Weight: 30.55
Status: Build to Order
",JRL-9860-1,16,12,34.5
AMF-1726-2207-AS,"John Richard Hayworth Cocktail Ottoman
",John Richard,Seating > Benches & Ottomans,2090,2.00,4180,"Hayworth Cocktail Ottoman shown in Satin Brass finish and 2207 fabric. Seat Height: 20""H, Inside Seat: 54""W X 54""D This dramatic tufted cocktail ottoman is accented by a satin brass base. It is upholstered in a soft heathered velvet in neutral slate blue. Each tuft is held by a metal button with a polished nickel finish. The Hayworth Cocktail Ottoman is available as shown with satin brass base and fabric 2207.

Dimensions: 20""H X 54""W X 54""D
Product Weight: 81
Status: Build to Order","AMF-1726-2207-AS-1, AMF-1726-2207-AS-2, AMF-1726-2207-AS-3",54,54,20
"AMF-1713V147-C002-AS","John Richard Florence Right-Arm Sofa
",John Richard,Seating > Sofas ,4335,2.00,8670,"Florence Right-Arm Sofa shown in V147 Silver White finish and 2181 body fabric with pillow set C002. Seat Height: 18""H, Arm Height: 36""H, Inside Seat: 103""W X 39""D, Seat to Back: 18""H This curved sofa with a bumper end features an exposed oak frame in Silver White finish. The undulating outside back is upholstered in a soft, hand pleated, neutral fabric. Multi-textured pillows complete the look. The Florence Sofa is part of the JR Signature Upholstery Program and is available in eleven upholstery correlations and two wood finishes.

Dimensions: 36""H X 108.5""W X 44.5""D
Status: Build to Order","AMF-1713V147-C002-AS-1
",108.5,44.5,36
AMF-1727V242-2136-AS,"John Richard Scrio Bench
",John Richard,Seating > Benches & Ottomans,940,2.00,1880,"Scrio Bench shown in V242 Espresso finish and 2136 fabric. Seat Height: 20""H, Leg Height: 16""H, Inside Seat: 60.5""W X 20.5""D This handsome bench is finished in a rich dark brown and accented with antique brass corner brackets. The tufted seat is upholstered in a neutral linen fabric. The frame is accented with antique brass starburst nail heads spaced over linen tape. The Scrio Bench is available as shown in V242 Espresso finish with fabric 2136.

Dimensions: 20""H X 60.5""W X 20.5""D
Product Weight: 112
Status: Build to Order
","AMF-1727V242-2136-AS-1, AMF-1727V242-2136-AS-2, AMF-1727V242-2136-AS-3, AMF-1727V242-2136-AS-4",60.5,20.5,20
AMF-1707V227-2211-AS,"John Richard Josephine Bench
",John Richard,Seating > Benches & Ottomans,910,2.00,1820,"Josephine Bench shown in V227 Contemporary Black finish and 2211 fabric. Seat Height: 20""H, Inside Seat: 26""W X 18.25""D This updated Regency style bench is finished in a deep, rich ebony. It is upholstered in a soft camel chevron quilted fabric and accented with jewelry hardware in satin brass with mother of pearl inlay. The classic frame is enhanced with antique brass starburst nail heads spaced over a tonal tape trim. The Josephine Bench is available as shown in V227 Contemporary Black finish with fabric 2211.

Dimensions: 20""H X 26""W X 18.25""D
Product Weight: 170
Status: Build to Order","AMF-1707V227-2211-AS-1, AMF-1707V227-2211-AS-2, AMF-1707V227-2211-AS-3",26,18.25,20
AMF-1707V226-1128-AS,"John Richard Josephine Bench
",John Richard,Seating > Benches & Ottomans,910,2.00,1820,"Josephine Bench shown in V226 Burnished Silver finish and 1128 fabric. Seat Height: 20""H, Inside Seat: 26""W X 18.25""D This updated Regency style bench is finished in a sophisticated silver leaf. The tufted seat is upholstered in a soft grey textured velvet and accented with jewelry hardware in polished nickel with mother of pearl inlay. The classic frame is enhanced with nickel nail heads spaced over a tonal tape trim. The Josephine Bench is available as shown in V226 Burnished Silver finish with fabric 1128.

Dimensions: 20""H X 26""W X 18.25""D
Product Weight: 34
Status: Build to Order","AMF-1707V226-1128-AS-1, AMF-1707V226-1128-AS-2, AMF-1707V226-1128-AS-3, AMF-1707V226-1128-AS-4, AMF-1707V226-1128-AS-5",26,18.25,20
AMF-1703V242-3041-AS,"John Richard Deauville Chair
",John Richard,Seating > Occasional Chairs,1340,2.00,2680,"Deauville Chair shown in V242 Espresso finish and 3041 fabric. Seat Height: 19.5""H, Arm Height: 22""H, Inside Seat With Pillow: 30.5""W X 16.5""D, Inside Seat Without Pillow: 30.5""W X 25.5""D, Back Pillow Size: 24'W X 15.5""L This updated French chair is finished in rich transitional Espresso. It is upholstered in a textural ivory fabric that is stain protected. The outside back is upholstered in a tonal chevron quilted fabric. A matching accent pillow is included. The curved frame is enhanced with antique brass starburst nail heads spaced over a tonal tape trim. The Deauville Chair is available as shown in V242 Espresso finish with fabric 3041 and 2210.

Dimensions: 44""H X 34.5""W X 31.5""D
Product Weight: 33.88
Status: Build to Order","AMF-1703V242-3041-AS-1, AMF-1703V242-3041-AS-2, AMF-1703V242-3041-AS-3, AMF-1703V242-3041-AS-4, AMF-1703V242-3041-AS-5, AMF-1703V242-3041-AS-6",34.5,31.5,44
AMF-1702BBS-C011-AS,John Richard Rue Cambon Sofa,John Richard,Seating > Sofas ,5345,2.00,10690,"Rue Cambon Sofa shown in a Brushed Brass finish and 1126 body fabric with pillow set C011. Seat Height: 20""H, Arm Height: 36.61""H, Leg Height: 10""H, Inside Seat without Pillows: 88""W X 31.5""D, Back Height: 18""H This elegant reverse camel back sofa features channeled inside back and arms with a row of sophisticated metal buttons. The classic design is elevated by the addition of modern legs in polished metal. Multitextured pillows with a quartz button accent completes the look. The Rue Cambon Sofa is part of the JR Signature Upholstery Sofa Program and is available in two metal finishes and eleven fabric correlations. The Rue Cambon Sofa is shown in Correlation 11 with Brushed Brass legs.

Dimensions: 37""H X 100""W X 40""D
Status: Build to Order","AMF-1702BBS-C011-AS-1, AMF-1702BBS-C011-AS-2, AMF-1702BBS-C011-AS-3, AMF-1702BBS-C011-AS-4, AMF-1702BBS-C011-AS-5, AMF-1702BBS-C011-AS-6, AMF-1702BBS-C011-AS-7",100,40,37
AMF-1699PSS-C010-AS,John Richard Naples Sofa,John Richard,Seating > Sofas ,3695,2.00,7390,"Naples Sofa shown in a Polished Stainless Steel finish and 2209 body fabric with pillow set C010. Seat Height: 20""H, Arm Height: 26""H, Leg Height: 7""H, Inside Seat with Pillows: 84""W X 23.5""D, Inside Seat without Pillows: 84""W X 33""D, Back Height: 31.5""H This modern sofa features a box quilted seat and an arm panel detailed with a double row of sophisticated nailheads. The geometric lines of the sofa are enhanced by bracket legs in polished metal. Multitextured pillows with a quartz button accent completes the look. The Naples Sofa is part of the JR Signature Upholstery Sofa Program and is available in two metal finishes and eleven fabric correlations. The Naples Sofa is shown in Correlation 10 (C010) with Polished Stainless Steel legs. AMF-1708PPS is the matching chair.

Dimensions: 32""H X 92""W X 37.5""D
Status: Build to Order","AMF-1699PSS-C010-AS-1, AMF-1699PSS-C010-AS-2, AMF-1699PSS-C010-AS-3, AMF-1699PSS-C010-AS-4, AMF-1699PSS-C010-AS-5",92,37.5,32
AMF-1639V147-C005-AS,John Richard Milano Sofa,John Richard,Seating > Sofas ,3880,2.00,7760,"Milano Sofa shown in V147 Silver White finish and 1112 body fabric with pillow set C005. Seat Height: 19""H, Arm Height: 31""H, Inside Seat: 79.5""W X 33""D, Seat to Back: 25""H The Milano Sofa has a tight, button-tufted seat with a plain back and skirt. There is a silver white finish on the undulating, exposed oak frame, with large, polished nickel nailhead trim to the back. The Sofa is part of the JR Signature Upholstery Program and is available in eleven upholstery correlations and two wood finishes.

Dimensions: 39""H X 90""W X 43.5""D
Status: Build to Order",AMF-1639V147-C005-AS-1,90,43.5,39
AMF-1708PSS-C010-AS,John Richard Naples Chair,John Richard,Seating > Occasional Chairs,1875,2.00,3750,"Naples Chair shown in a Polished Stainless Steel finish and 2209 fabric with pillow set C010. Seat Height: 20""H, Arm Height: 26"", Inside Seat With Pillow: 28.5""W X 23.5""D, Inside Seat Without Pillow: 28.5""W X 33""D, Back Height: 31.5"", Back Pillow Size: 28.5""W x 17.5""D This modern chair features a box quilted seat and an arm panel detailed with a double row of sophisticated nailheads. The geometric lines of the chair are enhanced by bracket legs in polished metal. Multitextured pillows accent completes the look. The Naples Chair is part of the JR Signature Upholstery Sofa Program and is available in two metal finishes and eleven fabric correlations. The Naples Chair is shown in Correlation 10 (C010) with Polished Stainless Steel legs. AMF-1699PSS is the matching sofa.

Dimensions: 32""H X 36.5""W X 37.5""D
Status: Build to Order","AMF-1708PSS-C010-AS-1, AMF-1708PSS-C010-AS-2, AMF-1708PSS-C010-AS-3, AMF-1708PSS-C010-AS-4",36.5,37.5,32
JFD-0216,John Richard Crystal Nesting Table - large,John Richard,Tables > Occasional Tables,725,2.00,1450,"Etched Geometric Crystal Console Nesting Table.

Dimensions: 22""H X 22""W X 10""D",JFD-0216-1,22,10,22
JFD-0215,John Richard Crystal Nesting Table - small,John Richard,Tables > Occasional Tables,620,2.00,1240,"Etched Geometric Crystal Console Nesting Table.

Dimensions: 20""H X 18""W X 10""D",JFD-0215-1,18,10,20
JFD-0184,John Richard Marble and Brushed Nickel Branch Martini Table,John Richard,Tables > Occasional Tables,555,2.00,1110,"This martini table, with a marble top and a marble and acrylic base, features a cast metal body sculpted to resemble tree branches finished in brushed nickel.

Dimensions: 24.5""H X 14""W X 14""D",JFD-0184-1,14,14,24.5
EUR-03-0691,John Richard Kano Nesting Tables,John Richard,Tables > Occasional Tables,595,2.00,1190,"Sitting upon four turned and tapered legs finished in Aztec gold, the tops of this pair of nesting tables are inlaid in crocodile-patterned textured resin and finished in a variegated cream and white.

Dimensions:
Small: 19""H X 14.5""W X 18.5""D
Large: 22""H X 20""W X 20""D

Product Weight: 48
Package Weight: 82","EUR-03-0691-1, EUR-03-0691-2",20,20,22
JFD-0224,John Richard Cocktail Table in Bronze,John Richard,Tables > Cocktail Tables,1175,2.00,2350,"This sculptural cocktail table features an organic base in bronze with a removeable glass top.

Dimensions: 14.5""H X 56""W X 56""D

Also available in Nickel: JFD-0223",JFD-0224-1,56,56,14.5
JFD-0223,John Richard Cocktail Table in Nickel,John Richard,Tables > Cocktail Tables,1175,2.00,2350,"This sculptural cocktail table features an organic base in polished nickel with a removeable glass top.

Dimensions: 14.5""H X 56""W X 56""D

Also available in Bronze: JFD-0224",JFD-0223-1,56,56,14.5
JFD-0201,John Richard Quartz Crystal Martini Table,John Richard,Tables > Occasional Tables,470,2.00,940,"This martini table features graceful blooms of quartz crystals on an antique brass stem, with a crystal top and base.

Dimensions: 25.5""H X 12""W X 12""D
Product Weight: 23",JFD-0201-1,12,12,25.5
JFD-0200,John Richard Polished Steel Martini Table,John Richard,Tables > Occasional Tables,300,2.00,600,"This hourglass martini table in polished steel features a crystal top and base.

Dimensions: 24""H X 10""W X 10""D","JFD-0200-1, JFD-0200-2",10,10,24
JFD-0199,John Richard Hourglass Martini Table,John Richard,Tables > Occasional Tables,280,2.00,560,"This hourglass martini table in white with a semigloss finish features a crystal top and base.

Dimensions: 24""H X 8""W X 8""D
Product Weight: 12.6",JFD-0199-1,8,8,24
JFD-0196,John Richard Cut Crystal Martini Table,John Richard,Tables > Occasional Tables,530,2.00,1060,"A hexagonal martini table in cut crystal.

Dimensions: 22""H X 10""W X 10""D",JFD-0196-1,10,10,22
JFD-0148,John Richard Sculpted Console Table in Antique Brass,John Richard,Tables > Console Tables,1985,2.00,3970,"This windswept, organically sculpted metal console table in antique brass with gold-leaf accents has a glass top.

Dimensions: 30""H X 60""W X 16""D","JFD-0148-1, JFD-0148-2",60,16,30
EUR-10-0123,John Richard Benevento Dining Table,John Richard,Tables > Dining Tables,1280,2.00,2560,"The Benevento Dining Table features a base of back-to-back semicircles in a tiza gesso finish and a clear top with a tempered edge.

Dimensions: 30.5""H X 60""W X 60""D",EUR-10-0123-1,60,60,30.5
EUR-02-0318,John Richard Benevento Console Table,John Richard,Tables > Console Tables,1045,2.00,2090,"Mounted on a simple slab base and supporting the top, back-to-back semicircles make up the pedestal of this imposing but elegant console table. The entire piece is finished in tiza gesso.

Dimensions: 38""H X 64""W X 18.5""D
Product Weight: 155.5
Package Weight: 209","EUR-02-0318-1, EUR-02-0318-2, EUR-02-0318-3",64,18.5,38
EUR-03-0780,John Richard Benevento End Table,John Richard,Tables > End Tables,610,2.00,1220,"The Benevento End Table consists of back-to-back semicircles in tiza gesso for a base, and the top is clear, tempered glass with a pencil edge.

Dimensions: 20""H X 26""W X 26""D","EUR-03-0780-1, EUR-03-0780-2, EUR-03-0780-3",26,26,20
EUR-03-0803,John Richard Benevento Cocktail Table,John Richard,Tables > Cocktail Tables,910,2.00,1820,"The Benevento Cocktail Table features a base of back-to-back semicircles in a tiza gesso finish and a clear top with a tempered edge.

Dimensions: 19.25""H X 52""W X 52""D
",EUR-03-0803-1,52,52,19.25
EUR-08-0108,John Richard Lucena Brushed Stainless Steel Pedestal III,John Richard,Accessories > Pedestals,855,2.00,1710,"A modern pedestal is finished in a brush-patterned stainless steel and paired with a crystal top.

Dimensions: 36.25""H X 11.75""W X 11.75""D","EUR-08-0108-1, EUR-08-0108-2",11.75,11.75,36.25
EUR-08-0107,John Richard Lucena Brushed Stainless Steel Pedestal II,John Richard,Accessories > Pedestals,905,2.00,1810,"A modern pedestal is finished in a brush-patterned stainless steel and paired with a crystal top.

Dimensions: 42""H X 11.75""W X 11.75""D","EUR-08-0107-1, EUR-08-0107-2",11.75,11.75,42
EUR-08-0106,John Richard Lucena Brushed Stainless Steel Pedestal I,John Richard,Accessories > Pedestals,960,2.00,1920,"A modern pedestal is finished in a brush-patterned stainless steel and paired with a crystal top.

Dimensions: 48.25""H X 11.75""W X 11.75""D","EUR-08-0106-1, EUR-08-0106-2",11.75,11.75,48.25
EUR-08-0105,John Richard Piazza Pedestal Forte,John Richard,Accessories > Pedestals,485,2.00,970,"A modern pedestal is finished in piazza and paired with a crystal top.

Dimensions: 48.25""H X 11.75""W X 11.75""D",EUR-08-0105-1,11.75,11.75,48.25
EUR-06-0046,John Richard Cosmos King Bed in Dusty Gold,John Richard,Beds,2060,2.00,4120,"This Cosmos King Bed in Dusty Gold features a headboard with a radiating relief pattern in dusty gold surrounded by a smoked oak frame. The base and headboard spacer are finished in smoked oak.

Dimensions: 64.5""H X 76.5""W X 83""D

Status: MADE TO ORDER","EUR-06-0046-1, EUR-06-0046-2",76.5,83,64.5
EUR-04-0682,John Richard Carol Benson-Cobb's Simpatico Four-Door Cabinet,John Richard,Cabinets,2670,2.00,5340,"This four-door cabinet in pewter is finished with a top in clean églomisé. The glass door fronts of this piece are printed with a reproduction of Carol Benson-Cobb's painting Simpatico. The doors are fitted with push-latches and European hinges, and there are adjustable shelves behind them.

Dimensions: 36.25""H X 94""W X 18.25""D
","EUR-04-0682-1, EUR-04-0682-2",94,18.25,36.25
EUR-04-0681,John Richard Riverside Two-Door Cabinet,John Richard,Cabinets,1445,2.00,2890,"This two-door cabinet is inlaid in white linen and finished in pewter and a silver wash. The cabinet sits on a base in aluminum leaf. Push-latches and European hinges are fitted throughout.

Dimensions: 34.25""H X 44.5""W X 16""D","EUR-04-0681-1, EUR-04-0681-2",44.5,16,34.25
JRL-10329,John Richard Robin's-Egg Blue Speckled Glass Table Lamp,John Richard,Lighting > Table Lamps,335,2.00,670,"This carved glass table lamp with warm cream and speckled robin's-egg blue will warm your decor. Shade: 18.5"" X 18.5"" X 11.5"", White Organza outside and White Cotton inside, Double Shade, Round. 3 Way, 150 Watt Max, Type A Bulb, 9"" Nickel Harp, Turnkey. Disclaimer: With glass, variations in size, shape, and color may occur. No two will be identical.

Dimensions: 32.5""H

Status: *Build to Order*","JRL-10329-1, JRL-10329-2",18.5,18.5,32.5
JRA-11859,John Richard Lotus Leaf Pillar II,John Richard,Accessories > Décor,235,2.00,470,"A flat lotus leaf cast in brass creates a beautiful organic shape on top of an alabaster pillar. This original use of the lotus is sculpturally beautiful, or it can be used as a plateau. Disclaimer: Due to the natural element of alabaster, variations in color and pattern will occur.

Dimensions: 7.75""H X 7.75""W X 7.75""D

Product Weight: 7.2","JRA-11859-1, JRA-11859-2",7.75,7.75,7.75
JRA-11858,John Richard Lotus Leaf Pillar I,John Richard,Accessories > Décor,205,2.00,410,"A flat lotus leaf cast in brass creates a beautiful organic shape on top of an alabaster pillar. This original use of the lotus is sculpturally beautiful, or it can be used as a plateau. Disclaimer: Due to the natural element of alabaster, variations in color and pattern will occur.

Dimensions: 3.5""H X 7.75""W X 7.75""D

Product Weight: 4.1","JRA-11858-1, JRA-11858-2",7.75,7.75,3.5
EUR-01-0375,John Richard Eredi Highboy,John Richard,Chests,3050,2.00,6100,"A tall chest of three drawers features white crystal geode handles. The case and drawers are in beluga, with gold detailing around the drawer moldings. The chest is set on a stainless steel base in polished brass. Soft-closing drawer runners are fitted throughout.

Dimensions: 43""H X 48""W X 23""D

Product Weight: 259","EUR-01-0375-1, EUR-01-0375-2, EUR-01-0375-3, EUR-01-0375-4, EUR-01-0375-5, EUR-01-0375-6",48,23,43
JRM-1000,John Richard Aylesham Mirror,John Richard,Accessories > Mirrors,905,2.00,1810,"With influences of Moorish architecture, a delicate cock bead molding in gold traces the curves and lines of this inset modern beveled mirror.

Dimensions: 64""H X 38""W X 2""D

Product Weight: 74.5
Package Weight: 142","JRM-1000-1, JRM-1000-2",38,2,64
JRL-10235,John Richard Carved Alabaster Shaded Table Lamp,John Richard,Lighting > Table Lamps,555,2.00,1110,"Intricately carved alabaster slabs create an ethereal lamp body suspended on a brushed brass post and base. Shade: (18"" X 10"") X (18"" X 10"") X 11"", White Man-Made Linen outside and White Man-Made Silk inside, Rectangular. 3 Way, 150 Watt Max, Type A Bulb, 8.5"" Brushed Brass Harp, Turnkey. Disclaimer: Due to the natural element of alabaster, variations in color and pattern will occur.

Dimensions: 32""H

Status: Build to Order - MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.",JRL-10235-1,18,10,32
JRL-10247,John Richard Glass and Brushed Nickel Frame Table Lamp,John Richard,Lighting > Table Lamps,555,2.00,1110,"An open-frame glass lamp body is accented with a brushed nickel center rod and bands, giving this table lamp a modern appeal. Shade: (20"" X 10"") X (20"" X 10"") X 11"", White Man-Made Linen outside and White Man-Made Silk inside, Rectangular. 3 Way, 150 Watt Max, Type A Bulb, 9.5"" Nickel Harp, Turnkey. Disclaimer: With glass, variations in size, shape, and color may occur. No two will be identical.

Dimensions: 33""H",JRL-10247-1,20,10,33
GBG-2432,John Richard Jackie Ellens' Beach Scene,John Richard,Art > Paintings,795,2.00,1590,"Jackie Ellens' Beach Scene features people strolling and relaxing under bright umbrellas. The art is reproduced on canvas, with a heavy gel applied by hand over the blue sky and sandy beach. The piece is framed in a gold gallery wrap molding.

Dimensions: 71.25""H X 57.25""W X 2""D

Status: Build to Order - MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.",GBG-2432-1,57.25,2,71.25
JRO-3145,John Richard Teng Fei's Endurance,John Richard,Art > Paintings,895,2.00,1790,"Beautifully hand-painted in monochromatic shades of grey, the highlights of color bring out a sense of strength in the profile of this horse painted by artist Teng Fei. The piece is completed with a black gallery molding. Disclaimer: John-Richard Original Wall Art (JRO) is replicated by the original artist for each iteration. This results in a unique piece, with each one slightly different from the next. Due to the singular creation of each piece, slight variations in pattern, color, and finish will occur.

Dimensions: 59""H X 59""W X 2""D

Status: Build to Order - MADE TO ORDER. PLEASE NOTE: THERE IS A 24 WEEK LEADTIME AFTER PRODUCTION TIME.",JRO-3145-1,59,2,59
