sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
495011-LAB,Jonathan Charles Cosmo Round Antique Brass End Table,Jonathan Charles ,Tables > End Tables,1605,"Contemporary styled patinated lacquered brass and glass round end table. Inspired by French avant garde design of the 1920s.

Materials: Brass, Glass
Dim. - IN 24 1/8''w x 24 1/8''d x 26 1/4''h
Weight (lbs) 72.75","495011-LAB-1, 495011-LAB-2, 495011-LAB-3, 495011-LAB-4",24,24,26
495150-AMA,Jonathan Charles Macassar Ebony Lamp Table with White Brass Detail,Jonathan Charles ,Tables > Occasional Tables,1029,"Modern contemporary lamp table with macassar ebony veneer, shiny white brass detail, and outwardly curved tapering legs. Inspired 1950s French designs.
 
Materials: Acacia, Amara veneer, White brass
Dim. - IN 16''w x 11''d x 25''h
Weight (lbs) 16.53","495150-AMA-1, 495150-AMA-2, 495150-AMA-3, 495150-AMA-4, 495150-AMA-5",16,11,25
495100-GIL,Jonathan Charles Empire Style Winged Sofa Table,Jonathan Charles ,Tables > Occasional Tables,1861,"Spectacular finely carved and gilded sofa table inspired by early 19th century French Empire style furniture of a naturalistically modelled wing pedestal set on a black organically shaped base.

Materials: Aluminum, Imitation gold leaf
Dim. - IN 26 1/8''w x 14 5/8''d x 26''h
Weight (lbs) 61.73","495100-GIL-1, 495100-GIL-2, 495100-GIL-3, 495100-GIL-4",26,14,26
495652-GYO,Jonathan Charles Greyed Oak Chest of Drawers with Marble Top,Jonathan Charles ,Chests,4030,"Chest of drawers in greyed oak with carrara white marble top, featuring a small hidden top drawer, and brass handles & caps on the feet. The marble top is honed on one side and polished on the other, so you can choose which you prefer to use.

Materials: Oak, Oak veneer, Brass, Marble
Dim. - IN 48''w x 21 1/8''d x 35 5/8''h
Weight (lbs) 257.94","495652-GYO-1, 495652-GYO-2, 495652-GYO-3, 495652-GYO-4, 495652-GYO-5",48,21,35
495894-WRC-PCC,Jonathan Charles Walnut & Crackle Cloth Lacquered Sideboard,Jonathan Charles ,Credenzas & Sideboards,3189,"Materials: Brass, Acacia
Dim. - IN 46 1/2''w x 19''d x 42 1/4''h
Weight (lbs) 235.89","495894-WRC-PCC-1, 495894-WRC-PCC-2, 495894-WRC-PCC-3, 495894-WRC-PCC-4, 495894-WRC-PCC-5",46.5,19,42
495914-AMN-BAS,Jonathan Charles Round Natural Macassar Ebony & Brass Centre Table,Jonathan Charles ,Tables > Center Tables,3387,"Materials: Amara veneer, Brass
Dim. - IN 40''w x 40''d x 30''h
Weight (lbs) 99.21","495914-AMN-BAS-1, 495914-AMN-BAS-2, 495914-AMN-BAS-3, 495914-AMN-BAS-4, 495914-AMN-BAS-5",40,40,30
500000-BEC,Jonathan Charles Black Eucalyptus Serving Table,Jonathan Charles ,Credenzas & Sideboards,4507,"Serving table in black eucalyptus featuring two drawers, with silver espresso and stainless steel detailing. 

Materials: Acacia, Oak, Silver leaf, Stainless steel, Eucalyptus Figured veneer
Dim. - IN 57 3/8''w x 20''d x 34''h
Weight (lbs) 321.87","500000-BEC-1, 500000-BEC-2, 500000-BEC-3, 500000-BEC-4, 500000-BEC-5",57,20,34
500172-LFT-SWB,Jonathan Charles Op Art Diamond Bright Satinwood Left Storage Cabinet,Jonathan Charles ,Cabinets,4507,"Materials: Acacia, Glass, Brass
Dim. - IN 20 1/8''w x 18''d x 75 1/2''h
Weight (lbs) 220.46","500172-LFT-SWB-1, 500172-LFT-SWB-2, 500172-LFT-SWB-3, 500172-LFT-SWB-4",20,18,75
"500277-USK-DFO",Jonathan Charles Geometric US King Bed,Jonathan Charles ,Beds,5691,"Inspired by the work of the Minimalists, this mirror is constructed of hardwoods with a ceruse finish. Frame features oak veneer with solid brass inlays in a composition reminiscent of American visual arts circa 1965.

Materials: Oak, Oak veneer, Brass
Dim. - IN 84 3/4''w x 88''d x 63 1/4''h
Weight (lbs) 526.9","500277-USK-DFO-1, 500277-USK-DFO
-2, 500277-USK-DFO
-3, 500277-USK-DFO
-4, 500277-USK-DFO
-5
",84,88,63
500278-DFO,Jonathan Charles Geometric Dresser,Jonathan Charles ,Dressers,4240,"Case is built from hardwoods with a ceruse finish. Top and drawers feature oak veneer with solid brass inlays. Six drawers include a soft close mechanism.

Materials: Oak veneer, Brass
Dim. - IN 71 7/8''w x 19 3/8''d x 34''h
Weight (lbs) 244.71
","500278-DFO-1, 500278-DFO-2, 500278-DFO-3, 500278-DFO-4, 500278-DFO-5",71,19,34
500279-DFO,Jonathan Charles Geometric Bedside Cabinet,Jonathan Charles ,Nightstands,2125,"Case is built from hardwoods with a ceruse finish. Top and drawers feature oak veneer with solid brass inlays. Drawers include a soft close mechanism.

Materials: Oak veneer, Brass
Dim. - IN 30 1/2''w x 22 3/8''d x 28''h
Weight (lbs) 112.44","500279-DFO-1, 500279-DFO-2, 500279-DFO-3, 500279-DFO-4, 500279-DFO-5",30,22,28
500280-DFO,Jonathan Charles Geometric Floor Mirror,Jonathan Charles ,Accessories > Mirrors,1882,"Inspired by the work of the Minimalists, this mirror is constructed of hardwoods with a ceruse finish. Frame features oak veneer with solid brass inlays in a composition reminiscent of American visual arts circa 1965

Materials: Glass, Brass, Oak veneer
Dim. - IN 41 3/8''w x 1 1/2''d x 82 5/8''h
Weight (lbs) 132.28","500280-DFO-1, 500280-DFO-2, 500280-DFO-3, 500280-DFO-4",40,1.5,82
500281-DFO,Jonathan Charles Geometric Square Mirror,Jonathan Charles ,Accessories > Mirrors,1539,"Inspired by the work of the Minimalists, this mirror is constructed of hardwoods with a ceruse finish. Frame features oak veneer with solid brass inlays in a composition reminiscent of American visual arts circa 1965

Materials: Brass, Oak veneer, Glass
Dim. - IN 48 1/4''w x 1 7/8''d x 48 1/4''h
Weight (lbs) 94.8","500281-DFO-1, 500281-DFO-2, 500281-DFO-3, 500281-DFO-4, 500281-DFO-5",48,2,48
500282-DFO,Jonathan Charles Geometric Bedside Table,Jonathan Charles ,Nightstands,2381,"Case is built from hardwoods with a ceruse finish. Top and drawers feature oak veneer with solid brass inlays. Drawers include a soft close mechanism.

Materials: Oak veneer, Brass
Dim. - IN 24''w x 21 5/8''d x 28''h
Weight (lbs) 94.8","500282-DFO-1, 500282-DFO-2, 500282-DFO-3, 500282-DFO-4, 500282-DFO-5",24,21,28
500285-DFO-F300,"Jonathan Charles Geometric Bench
",Jonathan Charles ,Seating > Benches & Ottomans,2381,"Frame is built from hardwood with a ceruse finish. Base is fabricated from brass with an acid dipped, hand rubbed patina. Seat is covered in a Jonathan Charles performance fabric Castaway (F300).

Materials: Oak veneer, 1.8 (Fabric with no pattern)
Dim. - IN 52''w x 20''d x 20''h
Weight (lbs) 77.16
 ","500285-DFO-F300-1, 500285-DFO-F300-2, 500285-DFO-F300-3, 500285-DFO-F300-4, 500285-DFO-F300-5",52,20,20
500288-DFO,Jonathan Charles Geometric Accent Cabinet,Jonathan Charles ,Cabinets,2381,"Cabinet is constructed of hardwoods with a ceruse finish. Case and door fronts feature oak veneer with solid brass inlays. Hardware is cast brass with a satin finish. Interior includes one adjustable shelf.

Materials: Brass, Oak
Dim. - IN 45''w x 19 1/8''d x 33 7/8''h
Weight (lbs) 143.3","500288-DFO-1, 500288-DFO-2, 500288-DFO-3, 500288-DFO-4, 500288-DFO-5 ",45,19,33
500322-USK-ENO-F300,Jonathan Carles Fusion Klismos US King Bed,Jonathan Charles ,Beds,5913,"Frame is constructed of hardwood and upholstered in a Jonathan Charles performance fabric. Exposed wood is oak with an ebonized finish. Upholstered in Castaway (F300)

Materials: Fabris, Oak
Dim. - IN 90 1/4''w x 94 1/4''d x 53 1/4''h
Weight (lbs) 493.84",500322-USK-ENO-F300-1,90,94,53
500327-WGE-L034,Jonathan Charles Gatsby Leather Bench,Jonathan Charles ,Seating > Benches & Ottomans,2381,"This bench is sculpted form hardwood and stainless steel and covered in a Jonathan Charles aniline leather. Upholstered in Tribeca Leather (L034).

Materials: Walnut, Leather , Fabric
Dim. - IN 60''w x 18''d x 23''h
Weight (lbs) 97","500327-WGE-L034-1, 500327-WGE-L034-2, 500327-WGE-L034-3, 500327-WGE-L034-4, 500327-WGE-L034-5",60,18,23
500327-WGE-F300,Jonathan Charles Gatsby Bench,Jonathan Charles ,Seating > Benches & Ottomans,1927,"This bench is sculpted form hardwood and stainless steel and covered in a Jonathan Charles preformance fabric. Upholstered in Castaway (F300).

Materials: Fabric, Walnut
Dim. - IN 60''w x 18''d x 23''h
Weight (lbs) 97","500327-WGE-F300-1, 500327-WGE-F300-2, 500327-WGE-F300-3, 500327-WGE-F300-4, 500327-WGE-F300-5",60,18,23
500328-AC-WGE-F300,Jonathan Charles Gatsby Random Cut Arm Chair,Jonathan Charles ,Seating > Dining Chairs,1029,"Sculpted from hardwood, with Eucalyptus veneer, this chair is upholstered in a Jonathan Charles preformance fabric. Upholstered in Castaway (F300).

Materials: Fabric, Walnut
Dim. - IN 22 1/4''w x 24 5/8''d x 36 1/4''h
Weight (lbs) 37.48",500328-AC-WGE-F300-1,22,24,36
"500328-SC-WGE-F300",Jonathan Charles Gatsby Random Cut Side Chair,Jonathan Charles ,Seating > Dining Chairs,952,"Sculpted from hardwood, with Eucalyptus veneer, this chair is upholstered in a Jonathan Charles preformance fabric. Upholstered in Castaway (F300).

Materials: Fabric, Walnut
Dim. - IN 20 1/4''w x 24 5/8''d x 36 1/4''h
Weight (lbs) 35.27","500328-SC-WGE-F300-1
",20,24,36
500329-WGE-STS,Jonathan Charles Gatsby Reeded Nightstand,Jonathan Charles ,"Nightstands, Chests",2381,"Constructed from hardwood with a hand rubbed, lacquer finish, this case channels the design ethic of the French Modernists.

Materials: Walnut, Stainless steel
Dim. - IN 28 5/8''w x 19''d x 28 1/8''h
Weight (lbs) 132.28","500329-WGE-STS-1, 500329-WGE-STS-2, 500329-WGE-STS-3, 500329-WGE-STS-4, 500329-WGE-STS-5",28,19,28
500330-WGE-STS,Jonathan Charles Gatsby Reeded End Table with Shelf,Jonathan Charles ,Tables > End Tables,1794,"Constructed from hardwood with a hand rubbed, lacquer finish, this case channels the design ethic of the French Modernists.

Materials: Walnut quarter veneer, Stainless steel
Dim. - IN 24''w x 24''d x 24''h
Weight (lbs) 70.55","500330-WGE-STS-1, 500330-WGE-STS-2, 500330-WGE-STS-3, 500330-WGE-STS-4, 500330-WGE-STS-5",24,24,24
500351-WTL,Jonathan Charles Toulouse Two Door Accent Cabinet,Jonathan Charles ,Cabinets,4273,"Influenced by French Modernism. this cabinet is constructed from walnut with a transparent lacquer finish. Doors feature walnut veneer in a pattern reminiscent of straw work. Hardware is cast in the Jonathan Charles foundry where it is acid dipped and hand rubbed to achieve a rich, natural patina.

Materials: Brass, Walnut quarter figured veneer
Dim. - IN 48 1/8''w x 21 1/4''d x 34 1/4''h
Weight (lbs) 233.69","500351-WTL-1, 500351-WTL-2, 500351-WTL-3, 500351-WTL-4, 500351-WTL-5",48,21,34
495041-WLM,Jonathan Charles Tartan Haberdashery Chest,Jonathan Charles,Cabinets,8258,"A handsome home haberdashery that will keep more than your kilt Alexander Julian, who grew up in a fashionable haberdashery store, knows both style and storage. This classic Scottish tartan front is hand inlaid utilizing different species toweave"" this timeless tartan. The Bugatti inspired interior features drawers of many species, and custom castbowtie"" andbutton"" hardware. A real showpiece, open or closed.

Materials: Acacia, Marquetry veneer, Brass, Hyedua veneer
Dim. - IN 35 7/8''w x 21''d x 72''h
Weight (lbs) 388.01","495041-WLM-1, 495041-WLM-2, 495041-WLM-3, 495041-WLM-4, 495041-WLM-5",35,21,72
495042-WLM,Jonathan Charles Hand Inlaid Tartan Low Chest,Jonathan Charles,Chests,3088,"Five different species with five different natural grains provided a palette to create this original interpretation of a classic McLeod Tartan. The usefulness of this small chest provides a tasteful accent to any setting.

Materials: Acacia, Alder, Marquetry veneer, Brass
Dim. - IN 34''w x 19''d x 29 1/4''h
Weight (lbs) 121.25","495042-WLM-1, 495042-WLM-2, 495042-WLM-3, 495042-WLM-4, 495042-WLM-5",34,19,29
495062-WLM,Jonathan Charles Hand Inlaid Tartan Butler's Tables,Jonathan Charles,Tables > End Tables,2136,"Fashionable flexibility, these hand inlaid tartan tray tables literally serve their masters with style and panache.

Materials: Acacia, Entedua veneer, Marcassar veneer, Hyedua veneer
Dim. - IN 20''w x 20''d x 20''h
Weight (lbs) 52.91","495062-WLM-1, 495062-WLM-2, 495062-WLM-3, 495062-WLM-4",20,20,20
495367-WAN,Jonathan Charles Coco's String of Pearls and Little Black Dress Lamp,Jonathan Charles,Lighting > Table Lamps,642,"Materials: Acacia, Cong veneer, Aluminum, Sycamore veneer, MOP, Walnut quarter veneer
Dim. - IN 9 3/4''w x 6 7/8''d x 20 5/8''h
Weight (lbs) 17.64","495367-WAN-1, 495367-WAN-2, 495367-WAN-3",9,6,20
495484-16W-EC004,Jonathan Charles Small Elliptical Tray in Brown Brick Eggshell,Jonathan Charles,Accessories > Trays,442,"Materials: Acacia
Dim. - IN 16 1/8''w x 11''d x 3''h
Weight (lbs) 6.61","495484-16W-EC004-1, 495484-16W-EC004-2, 495484-16W-EC004-3, 495484-16W-EC004-4",16,11,3
"500024-EDR",Jonathan Charles Emperor Red Console Table,Jonathan Charles,Tables > Console Tables,2979,"Emperor red console table with an alter table style top and a single drawer inlaid in red eggshell, set above a gold-leaf foil mix with a black gloss lacquer base.

Materials: Acacia, Imitation gold leaf, Egg shell
Dim. - IN 50 1/2''w x 18''d x 35''h
Weight (lbs) 85.98","500024-EDR-1, 500024-EDR-2, 500024-EDR-3, 500024-EDR-4, 500024-EDR-5",50,18,35
500084-32D-BT-SWB,Jonathan Charles Op Art Bar Table,Jonathan Charles,Tables > End Tables,2491,"Bar table with op art design made using different wood veneers, including bright satinwood, and referencing trompe l’oeil effects. The support painted black and continuing the marquetry design at the base with brass detailing.

Materials: Acacia, Brass, Sycamore veneer
Dim. - IN 31 1/2''w x 31 1/2''d x 42''h
Weight (lbs) 83.78","500084-32D-BT-SWB-1, 500084-32D-BT-SWB-2, 500084-32D-BT-SWB-3, 500084-32D-BT-SWB-4, 500084-32D-BT-SWB-5",31,31,42
500042-BRH-ED002,Jonathan Charles Medium Solid Brass & Eggshell & Laquer Top Round Lamp Table,Jonathan Charles,Tables > End Tables,2536,"Medium round lamp table with an art deco eggshell and laquer top, and a three legged solid brass base with triangular stretcher.

Materials: Brass, Egg shell
Dim. - IN 20 1/8''w x 20 1/8''d x 23 7/8''h
Weight (lbs) 33.07

","500042-BRH-ED002-1, 500042-BRH-ED002-2, 500042-BRH-ED002-3, 500042-BRH-ED002-4, 500042-BRH-ED002-5",20,20,23
500042-BRH-M003,Jonathan Charles Medium Solid Brass & Green Onyx Top Round Lamp Table,Jonathan Charles,Tables > End Tables,2448,"Medium round lamp table with a green onyx top, and a three legged solid brass base with triangular stretcher. 

Dim. - IN 20 1/8''w x 20 1/8''d x 23 7/8''h
Materials: Brass, Marble
Weight (lbs) 72.75","500042-BRH-M003-1, 500042-BRH-M003-2, 500042-BRH-M003-3, 500042-BRH-M003-4, 500042-BRH-M003-5",20,20,23
500124-40L-BML-DCOM,Jonathan Charles Antique Mahogany Brown High Lustre Chair,Jonathan Charles,Seating > Occasional Chairs,4473,"40'' Antique mahogany brown high lustre chair, upholstered in COM by Distributor

Materials: Mahogany, Fabric
Dim. - IN 40 3/8''w x 35 3/8''d x 34''h
Seat Height: 18 1/2
Weight (lbs) 209.44
",500124-40L-BML-DCOM-1,40,35,34
500149-G-GCL,Jonathan Charles Rectangular Arabesque Gilded Iron End Table with 20mm Clear Glass Top,Jonathan Charles,Tables > End Tables,1562,"Materials: Iron, Glass
Dim. - IN 18''w x 28''d x 28''h
Weight (lbs) 74.96","500149-G-GCL-1, 500149-G-GCL-2",28,18,28
500230-BSG-ENO,Jonathan Charles Fusion Oval Dining Table,Jonathan Charles,Tables > Dining Tables ,6156,"Channeling the design ethic of the Modernists, this top is constructed of hardwood with an ebonized finish. Base is sculpted from brass with a satin finish.

Materials: Brass, Marble 
Dim. - IN 96''w x 54''d x 30''h
Weight (lbs) 341.72","500230-BSG-ENO-1, 500230-BSG-ENO-2, 500230-BSG-ENO-3",96,54,30
500230-BSG-M025,Jonathan Charles Fusion Oval Marble Dining Table,Jonathan Charles,Tables > Dining Tables,8524,"Channeling the design ethic of the Modernists, this table top is constructed of Calacatta marble from northern Tuscany. Base is sculpted from brass with a satin finish.

Materials: Brass, Marble 
Dim. - IN 96''w x 54''d x 30''h
Weight (lbs)723.12","500230-BSG-M025-1, 500230-BSG-M025-2, 500230-BSG-M025-3, 500230-BSG-M025-4, 500230-BSG-M025-5",96,54,30
500256-USK-DGA-F300,Jonathan Charles Gatsby US King Bed,Jonathan Charles,Beds,4739,"Constructed from hardwood with a hand rubbed, lacquer finish, this frame is upholstered in a Jonathan Charles preformance fabric. Upholstered in Castaway (F300).

Materials: Acacia, Acacia, Fabric
Dim. - IN 81 3/4''w x 88''d x 54 3/4''h
Weight (lbs) 379.2","500256-USK-DGA-F300-1, 500256-USK-DGA-F300-2, 500256-USK-DGA-F300-3, 500256-USK-DGA-F300-4, 500256-USK-DGA-F300-5",81,88,54
500257-WGE,Jonathan Charles Gatsby Dresser,Jonathan Charles,Dressers,4739,"Constructed from hardwood with a hand rubbed, lacquer finish, this case channels the design ethic of the French Modernists.This dresser has six drawers.

Materials: Walnut quarter veneer, Acacia, Stainless steel
Dim. - IN 70''w x 19''d x 36''h
Weight (lbs) 275.58
 ","500257-WGE-1, 500257-WGE-2, 500257-WGE-3, 500257-WGE-4, 500257-WGE-5",70,18,36
500259-WGE,Jonathan Charles Gatsby Contemporary Round Dark Grey Walnut & Champagne Silver-leaf End Table,Jonathan Charles,Tables > End Tables,1650,"Materials: Iron
Dim. - IN 26''w x 28 1/8''d x 23''h
Weight (lbs) 55.12
","500259-WGE-1, 500259-WGE-2, 500259-WGE-3, 500259-WGE-4, 500259-WGE-5",26,28,23
500261-108L-EGN,"Jonathan Charles Gatsby 108"" Dining Table",Jonathan Charles,Tables > Dining Tables ,5436,"*ALSO AVAILABLE IN 84"" (500261-84L-EGN) and 96"" (500261-96L-EGN)

This dining table features a fixed top with an Art Deco inspired, Eucalyptus veneer pattern and a stainless steel base.

Materials: Eucalyptus Figured veneer, Acacia, Stainless steel
Dim. - IN 108''w x 44''d x 29 3/4''h
Weight (lbs) 350.53","500261-108L-EGN-1, 500261-108L-EGN-2, 500261-108L-EGN-3, 500261-108L-EGN-4",108,44,29
500262-AC-WGY-DCOM,Jonathan Charles Gatsby Dining Arm Chair,Jonathan Charles,Seating > Dining Chairs,1429,"This chair is sculpted from hardwood with a Eucalyptus veneer pattern.

Materials: Acacia, Fabric, Walnut quarter veneer
Dim. - IN 23''w x 25 5/8''d x 36 1/8''h
Seat Height 18 5/8
Arm Height 25
Weight (lbs)37.48
","500262-AC-WGY-DCOM-1, 500262-AC-WGY-DCOM-2",23,25,36
500262-SC-WGY-DCOM,Jonathan Charles Gatsby Dining Side Chair,Jonathan Charles,Seating > Dining Chairs,1384,"This chair is sculpted from hardwood.

Materials: Acacia, Fabric, Walnut quarter veneer
Dim. - IN21''w x 25 5/8''d x 36 1/8''h
Seat Height18 5/8
Weight (lbs) 35.27","500262-SC-WGY-DCOM-1, 500262-SC-WGY-DCOM-2",21,25,36
500263-54D-EGN,"Jonathan Charles Gatsby 54"" Round Dining Table",Jonathan Charles,Tables > Dining Tables,5691,"This dining table features a fixed top with an Art Deco inspired, Eucalyptus veneer pattern. Base is fabricated from stainless steel.

Materials: Eucalyptus Figured veneer, Stainless steel
Dim. - IN 54''w x 54''d x 30''h
Weight (lbs) 346.13",500263-54D-EGN-1,54,54,30
500263-60D-EGN,"Jonathan Charles Gatsby 60"" Round Dining Table",Jonathan Charles,Tables > Dining Tables,5913,"This dining table features a fixed top with an Art Deco inspired, Eucalyptus veneer pattern. Base is fabricated from stainless steel.

Materials: Eucalyptus Figured veneer, Stainless steel
Dim. - IN 60''w x 60''d x 30''h
Weight (lbs) 432.11",500263-60D-EGN-1,60,60,30
500263-72D-EGN,"Jonathan Charles Gatsby 72""Round Dining Table",Jonathan Charles,Tables > Dining Tables,6654,"This dining table features a fixed top with an Art Deco inspired, Eucalyptus veneer layup. Base is fbricated from stainless steel.

Materials: Eucalyptus Figured veneer, Stainless steel
Dim. - IN 72''w x 72''d x 30''h
Weight (lbs) 432.11","500263-72D-EGN-1, 500263-72D-EGN-2, 500263-72D-EGN-3, 500263-72D-EGN-4, 500263-72D-EGN-5",72,72,30
500273-WGE,Jonathan Charles Gatsby Champagne Silver-Leaf Bedside Cabinet,Jonathan Charles,Nightstands,2125,"Constructed from hardwood with a hand rubbed, lacquer finish, this case channels the design ethic of the French Modernists.

Materials:Walnut quarter veneer, Aluminum leaf, Stainless steel
Dim. - IN 31''w x 19 3/4''d x 28 1/4''h
Weight (lbs) 121.25","500273-WGE-1, 500273-WGE-2, 500273-WGE-3, 500273-WGE-4, 500273-WGE-5",31,19,28
500274-WGE-STS,Jonathan Charles Gatsby Cabinet,Jonathan Charles,Cabinets,5436,"Constructed from hardwood with a hand rubbed, lacquer finish, and stainless steel inlays, this case channels the design ethic of the French Modernists.

Materials: Walnut quarter veneer, Stainless steel
Dim. - IN 36''w x 20 1/8''d x 70 7/8''h
Weight (lbs) 253.53","500274-WGE-STS-1, 500274-WGE-STS-2, 500274-WGE-STS-3, 500274-WGE-STS-4, 500274-WGE-STS-5",36,20,70
500276-WGE,Jonathan Charles Gatsby Bedside Table,Jonathan Charles,Nightstands,1317,"Constructed from hardwood with a hand rubbed, lacquer finish and silver leaf accents.

Materials: Walnut quarter veneer, Stainless steel
Dim. - IN 24''w x 19 3/4''d x 28 1/4''h
Weight (lbs) 72.75","500276-WGE-1, 500276-WGE-2, 500276-WGE-3, 500276-WGE-4, 500276-WGE-5",24,19,28
500283-DFO-F300,"Jonathan Charles Geometric Dark French Oak Stool with Inside Storage on Wheels, Upholstered in Castaway",Jonathan Charles,Seating > Benches & Ottomans,1706,"Materials: Oak veneer, Fabric, Brass
Dim. - IN 31 7/8''w x 18''d x 21 1/8''h
Weight (lbs) 88.18","500283-DFO-F300-1, 500283-DFO-F300-2, 500283-DFO-F300-3, 500283-DFO-F300-4, 500283-DFO-F300-5",31,18,21
500286-DFO,Jonathan Charles Geometric Dark French Oak Vanity,Jonathan Charles,Tables > Occasional Tables,4285,"Materials: Beass, Oak veneer
Dim. - IN 63''w x 23 5/8''d x 30''h
Weight (lbs) 169.76","500286-DFO-1, 500286-DFO-2",63,23,30
495024-BRA,Jonathan Charles Hammered Light Brown Brass Rectangular Side Table,Jonathan Charles,Tables > End Tables,2514,"Stylish hammered and patinated light brown brass rectangular side table with inset glass top and ring detail. Inspired by Italian designs of the 1940's.

Materials: Glass,Brass

Dim. - IN 28''w x 16''d x 24 1/2''h

Weight (lbs) 33.07","495024-BRA-1, 495024-BRA-2, 495024-BRA-3",28,16,24.5
495028-BRO,Jonathan Charles Hammered Antique Black Brass Circular Centre Table,Jonathan Charles,Tables > Center Tables,2340,"Stylish hammered and antique black brass finished circular centre table with inset glass top and ring detail. Inspired by Italian designs of the 1940's.

Materials: Glass, Brass

Dim. - IN 42''w x 42''d x 30''h

Weight (lbs) 126.55","495028-BRO-1, 495028-BRO-2, 495028-BRO-3",42,42,30
495025-BRO,Jonathan Charles Bronze Finish Hammered Iron Circular Wine Table,Jonathan Charles,Tables > Occasional Tables,1749,"Stylish hammered and bronze finished brass circular wine table with inset glass top and ring detail. Inspired by Italian designs of the 1940's.

Materials: Glass, Brass

Dim. - IN 13''w x 13''d x 26''h

Weight (lbs) 26.46","495025-BRO-1, 495025-BRO-2, 495025-BRO-3, 495025-BRO-4",13,13,26
495652-BBO,Jonathan Charles Antique Blue Oak Chest of Drawers with Marble Top,Jonathan Charles,Chests,3609,"Chest of drawers in antique blue oak with a cream marble top, featuring a small hidden top drawer, and stainless steel handles & caps on the feet. The marble top is honed on one side and polished on the other, so you can choose which you prefer to use.

Materials: Oak, Oak veneer, Brass, Marble

Dim. - IN 48''w x 21 1/8''d x 35 5/8''h

Weight (lbs) 227.08","495652-BBO-1, 495652-BBO-2, 495652-BBO-3, 495652-BBO-4, 495652-BBO-5",48,21,35
495652-NCO,Jonathan Charles Natural Oak Chest of Drawers with Marble Top,Jonathan Charles,Chests,2871,"Chest of drawers in natural oak with black india marble top, featuring a small hidden top drawer, and brass handles & caps on the feet. The marble top is honed on one side and polished on the other, so you can choose which you prefer to use.

Materials: Oak, Oak veneer, Brass, Marble

Dim. - IN 48''w x 22 1/4''d x 35 5/8''h

Weight (lbs) 227.08","495652-NCO-1, 495652-NCO-2, 495652-NCO-3, 495652-NCO-4, 495652-NCO-5",48,22.25,35
495652-SGO,Jonathan Charles Pewter Oak Chest of Drawers with Marble Top,Jonathan Charles,Chests,4030,"Chest of drawers in pewter oak with cream marble top, featuring a small hidden top drawer, and stainless steel handles & caps on the feet. The marble top is honed on one side and polished on the other, so you can choose which you prefer to use.

Materials: Oak, Oak veneer, Brass, Marble

Dim. - IN 48''w x 21 1/8''d x 35 5/8''h

Weight (lbs) 227.08","495652-SGO-1, 495652-SGO-2, 495652-SGO-3, 495652-SGO-4, 495652-SGO-5",48,21,35
500080-SWB,Jonathan Charles 3D Op Art Coffee Table,Jonathan Charles,Tables > Cocktail Tables,2280,"Coffee table with a 3D op art design made using different wood veneers, including bright satinwood, and referencing trompe l’oeil effects. This design provides a fresh look at the Old World technique of marquetry.

Materials: Brass, Acacia

Dim. - IN 48''w x 28''d x 19 1/8''h

Weight (lbs) 105.82","500080-SWB-1, 500080-SWB-2, 500080-SWB-3, 500080-SWB-4, 500080-SWB-5",48,28,19
500081-SWB,Jonathan Charles Helical Round Lamp Table,Jonathan Charles,Tables > End Tables,1395,"Round lamp table in bright satinwood finish with a helical top design and a brass base with three legs.

Materials: Brass, Acacia

Dim. - IN 28''w x 28''d x 26 1/8''h

Weight (lbs) 70.55","500081-SWB-1, 500081-SWB-2, 500081-SWB-3, 500081-SWB-4, 500081-SWB-5",28,28,26
500083-SWB,Jonathan Charles 3D Op Art TV Entertainment Unit,Jonathan Charles,Entertainment,4509,"TV entertainment unit with a brass base and 3D op art design made using different wood veneers, including bright satinwood, and referencing rompe l’oeil effects. This provides a fresh look at the Old World technique of marquetry.

Materials: Brass, Acacia

Dim. - IN 90 1/2''w x 21 3/4''d x 28 7/8''h

Weight (lbs) 211.64","500083-SWB-1, 500083-SWB-2, 500083-SWB-3, 500083-SWB-4, 500083-SWB-5",90.5,21,28
500124-110L-BML-F005,Jonathan Charles Antique Mahogany Brown High Lustre Sofa,Jonathan Charles,Seating > Sofas,7362,"110'' Antique mahogany brown high lustre sofa, upholstered in Calico Velvet.

Dim. - IN: 86''w x 35 3/8''d x 29 1/2''h
Seat Height: 18 1/2

Materials: Acacia, Mahogany Khaya Crown veneer

Weight (lbs): 176.37","500124-110L-BML-F005-1, 500124-110L-BML-F005-2",86,35,29.5
500124-40L-BML-F005,Jonathan Charles Antique Mahogany Brown High Lustre Chair,Jonathan Charles,Seating > Occasional Chairs,3753,"40'' Antique mahogany brown high lustre chair, upholstered in Calico Velvet.

Materials: Acacia, Mahogany Khaya Crown veneer

Dim. - IN 40 3/8''w x 35 3/8''d x 34''h

Weight (lbs) 94.8","500124-40L-BML-F005-1, 500124-40L-BML-F005-2",40,35,34
500124-86L-BML-F005,Jonathan Charles Antique Mahogany Brown High Lustre Sofa,Jonathan Charles,Seating > Sofas,6417,"86'' Antique mahogany brown high lustre sofa, upholstered in Calico Velvet.

Materials: Acacia, Mahogany Khaya Crown veneer

Dim. - IN 86''w x 35 3/8''d x 29 1/2''h

Weight (lbs) 220.46","500124-86L-BML-F005-1, 500124-86L-BML-F005-2",86,35,29.5
